pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
Kepler-1315,Kepler-1315,0.80,0.04,0.03,0.75,0.03,0.03,3.470,1.840,5.950,,,0.070,0.165,0.157,4861.00,112.47,81.92,,14.975,,,
Kepler-1316,Kepler-1316,1.04,0.05,0.05,1.12,0.12,0.17,5.130,2.650,1.900,,,0.030,0.084,0.084,5884.00,96.34,97.80,,14.000,,,
Kepler-1317,Kepler-1317,0.83,0.04,0.04,0.79,0.04,0.04,4.790,2.760,5.830,,,-0.010,0.156,0.133,5144.00,69.20,84.20,,15.230,,,
Kepler-1318,Kepler-1318,0.73,0.04,0.03,0.70,0.03,0.02,4.570,2.610,5.850,,,-0.010,0.146,0.141,4598.00,51.73,63.77,,15.165,,,
Kepler-1319,Kepler-1319,0.56,0.02,0.01,0.54,0.02,0.02,5.370,3.540,6.240,,,0.440,0.059,0.043,3655.00,50.09,45.46,,14.717,,,
Kepler-1320,Kepler-1320,0.80,0.04,0.03,0.74,0.03,0.03,3.160,1.640,6.570,,,0.100,0.167,0.154,4817.00,67.43,51.95,,15.898,,,
Kepler-401,Kepler-401,,,,1.33,0.24,0.24,,,,,,-0.297,,,6117.00,100.00,100.00,,13.312,,,
Kepler-1321,Kepler-1321,0.54,0.04,0.07,0.53,0.04,0.06,4.170,2.490,5.690,,,-0.450,0.183,0.279,4094.00,86.13,91.20,,16.835,,,
Kepler-1322,Kepler-1322,0.90,0.06,0.05,0.87,0.07,0.11,4.470,2.800,5.790,,,-0.070,0.184,0.151,5488.00,103.39,151.55,,15.810,,,
Kepler-1323,Kepler-1323,1.18,0.06,0.11,1.40,0.21,0.30,3.550,0.960,0.840,,,0.020,0.088,0.082,6169.00,59.83,74.24,,12.410,,,
Kepler-1324,Kepler-1324,0.78,0.04,0.03,0.73,0.03,0.02,2.880,1.370,6.070,,,0.050,0.176,0.152,4776.00,70.56,54.15,,15.141,,,
Kepler-1325,Kepler-1325,0.93,0.05,0.04,0.91,0.06,0.13,4.790,2.990,5.610,,,0.010,0.178,0.126,5550.00,93.24,82.37,,15.160,,,
Kepler-1091,Kepler-1091,1.01,0.08,0.12,1.03,0.13,0.25,3.470,1.800,3.500,,,0.000,0.179,0.134,5851.00,232.40,286.31,,14.691,,,
Kepler-1092,Kepler-1092,0.99,0.07,0.09,1.00,0.10,0.18,3.800,2.080,3.020,,,-0.090,0.195,0.164,5862.00,156.05,195.01,,14.649,,,
Kepler-1093,Kepler-1093,1.13,0.09,0.14,1.20,0.15,0.38,2.950,1.260,1.360,,,-0.010,0.203,0.132,6166.00,138.45,147.64,,13.838,,,
Kepler-1094,Kepler-1094,1.14,0.09,0.16,1.21,0.17,0.46,3.090,1.400,1.420,,,0.060,0.148,0.135,6112.00,187.65,127.39,,14.999,,,
Kepler-1095,Kepler-1095,0.94,0.07,0.07,0.92,0.09,0.14,4.470,2.710,4.430,,,-0.090,0.195,0.158,5658.00,136.10,206.29,,14.553,,,
Kepler-1096,Kepler-1096,0.66,0.03,0.03,0.63,0.03,0.02,3.800,2.160,5.300,,,-0.100,0.098,0.132,4306.00,39.79,53.07,,15.068,,,
Kepler-1097,Kepler-1097,0.82,0.06,0.04,0.79,0.05,0.05,4.900,3.100,6.120,,,-0.110,0.176,0.170,5211.00,86.77,77.13,,15.206,,,
Kepler-1098,Kepler-1098,0.99,0.07,0.10,0.99,0.11,0.18,3.980,2.230,3.150,,,-0.020,0.173,0.141,5794.00,216.42,204.81,,14.736,,,
Kepler-1099,Kepler-1099,1.01,0.06,0.05,1.00,0.08,0.14,3.630,1.960,2.920,,,-0.020,0.177,0.143,5837.00,82.61,92.89,,15.141,,,
Kepler-1100,Kepler-1100,1.21,0.11,0.20,1.34,0.22,0.63,2.690,0.966,1.100,,,0.050,0.144,0.135,6247.00,164.45,128.56,,13.862,,,
Kepler-1101,Kepler-1101,0.94,0.06,0.06,0.91,0.07,0.13,4.270,2.580,4.540,,,-0.040,0.178,0.150,5614.00,168.73,130.34,,15.111,,,
Kepler-1102,Kepler-1102,0.96,0.07,0.05,0.94,0.07,0.14,4.370,2.610,3.880,,,-0.080,0.204,0.162,5724.00,71.34,76.50,,14.955,,,
Kepler-1103,Kepler-1103,1.11,0.08,0.10,1.15,0.13,0.31,3.310,1.620,1.450,,,-0.010,0.183,0.136,6092.00,106.64,106.14,,14.090,,,
Kepler-1104,Kepler-1104,1.30,0.05,0.06,1.41,0.10,0.15,2.040,0.586,0.576,,,0.130,0.099,0.097,6417.00,84.06,90.52,,12.189,,,
Kepler-1105,Kepler-1105,0.71,0.03,0.02,0.68,0.02,0.01,8.710,4.690,3.910,,,0.280,0.109,0.082,4299.00,47.77,41.81,,15.180,,,
Kepler-1106,Kepler-1106,1.11,0.09,0.14,1.17,0.16,0.34,3.090,1.360,1.730,,,0.000,0.171,0.125,6104.00,185.27,152.44,,14.690,,,
Kepler-1107,Kepler-1107,0.86,0.05,0.04,0.82,0.04,0.06,4.470,2.700,6.030,,,0.010,0.162,0.148,5268.00,126.81,104.99,,14.098,,,
Kepler-1108,Kepler-1108,0.88,0.06,0.05,0.84,0.06,0.07,4.170,2.570,5.580,,,-0.090,0.182,0.158,5406.00,105.10,149.30,,14.979,,,
Kepler-1109,Kepler-1109,1.05,0.07,0.07,1.06,0.11,0.21,3.800,2.110,2.600,,,0.040,0.147,0.141,5893.00,163.52,111.41,,14.288,,,
Kepler-1110,Kepler-1110,0.73,0.05,0.05,0.70,0.05,0.04,4.790,2.860,5.900,,,-0.160,0.188,0.185,4781.00,77.50,88.04,,15.914,,,
Kepler-214,Kepler-214,,,,1.35,0.25,0.25,,,,,,-0.359,,,6169.00,100.00,100.00,,13.949,,,
Kepler-215,Kepler-215,0.77,,,1.03,0.24,0.24,,,,,,-0.618,,,5739.00,164.00,164.00,,13.580,,,
Kepler-216,Kepler-216,,,,1.26,0.24,0.24,,,,,,-0.183,,,6091.00,120.00,120.00,,13.998,,,
Kepler-482,Kepler-482,0.75,0.04,0.04,0.72,0.03,0.03,6.030,3.880,5.430,,,-0.130,0.118,0.110,4871.00,61.54,63.64,,13.779,,,
Kepler-483,Kepler-483,1.28,0.07,0.10,1.47,0.19,0.31,2.630,0.794,0.420,,,0.090,0.089,0.091,6346.00,73.37,79.71,,13.432,,,
Kepler-484,Kepler-484,0.96,0.03,0.02,0.87,0.02,0.02,1.480,0.326,0.654,,,-0.100,0.085,0.090,5668.00,48.74,54.61,,13.024,,,
Kepler-485,Kepler-485,1.07,0.07,0.08,1.09,0.12,0.26,3.720,2.020,2.000,,,0.040,0.161,0.147,5958.00,153.72,105.05,,14.952,,,
Kepler-486,Kepler-486,0.79,0.04,0.04,0.75,0.04,0.03,4.470,2.660,6.150,,,-0.040,0.166,0.150,4926.00,45.25,44.94,,14.388,,,
Kepler-487,Kepler-487,0.91,0.04,0.04,0.88,0.04,0.05,5.620,3.360,3.970,,,0.000,0.105,0.099,5444.00,77.87,89.78,,14.991,,,
Kepler-488,Kepler-488,1.07,0.07,0.07,1.09,0.10,0.27,3.470,1.770,2.020,,,0.030,0.172,0.139,5970.00,95.08,97.43,,14.804,,,
Kepler-489,Kepler-489,0.82,0.03,0.03,0.76,0.02,0.02,3.310,1.560,2.620,,,0.000,0.100,0.105,5014.00,58.34,70.48,,14.018,,,
Kepler-490,Kepler-490,1.08,0.07,0.10,1.12,0.13,0.32,3.470,1.710,1.800,,,-0.020,0.177,0.132,6045.00,126.76,142.42,,14.879,,,
Kepler-491,Kepler-491,1.04,0.03,0.03,1.03,0.06,0.09,4.470,2.430,2.260,,,0.370,0.053,0.049,5582.00,61.11,53.81,,14.014,,,
Kepler-492,Kepler-492,0.94,0.05,0.04,0.91,0.06,0.11,4.570,2.880,5.160,,,0.070,0.149,0.150,5527.00,124.59,85.37,,14.518,,,
Kepler-493,Kepler-493,1.36,0.14,0.16,1.54,0.26,0.51,2.000,0.533,0.721,,,0.110,0.133,0.153,6457.00,229.75,210.24,,14.996,,,
Kepler-494,Kepler-494,1.10,0.06,0.07,1.26,0.18,0.23,4.790,1.740,1.410,,,0.020,0.099,0.084,6007.00,100.66,105.19,,14.153,,,
Kepler-495,Kepler-495,0.86,0.05,0.04,0.83,0.05,0.07,4.370,2.700,5.960,,,-0.070,0.173,0.153,5346.00,91.17,128.17,,14.622,,,
Kepler-496,Kepler-496,0.86,0.05,0.04,0.82,0.05,0.06,4.570,2.800,6.270,,,-0.030,0.172,0.149,5293.00,98.03,81.95,,14.817,,,
Kepler-497,Kepler-497,1.09,0.06,0.10,1.11,0.12,0.29,3.550,1.940,1.870,,,0.240,0.175,0.113,5834.00,141.15,110.98,,14.720,,,
Kepler-498,Kepler-498,0.98,0.06,0.06,0.96,0.08,0.16,3.890,2.200,3.610,,,-0.040,0.175,0.145,5744.00,96.94,144.47,,14.283,,,
Kepler-499,Kepler-499,0.87,0.05,0.05,0.83,0.05,0.07,4.570,2.850,6.340,,,0.000,0.173,0.148,5312.00,145.28,140.65,,14.353,,,
Kepler-500,Kepler-500,1.02,0.04,0.04,1.03,0.07,0.10,4.370,2.290,2.570,,,0.030,0.101,0.092,5813.00,97.30,100.75,,14.176,,,
Kepler-501,Kepler-501,1.03,0.06,0.08,1.04,0.10,0.17,3.310,1.690,2.650,,,-0.030,0.171,0.140,5904.00,126.78,207.83,,14.762,,,
Kepler-502,Kepler-502,1.15,0.09,0.13,1.22,0.16,0.37,3.090,1.340,1.310,,,0.050,0.155,0.138,6125.00,154.49,113.77,,14.982,,,
Kepler-503,Kepler-503,1.01,0.06,0.06,1.01,0.09,0.23,4.370,2.600,3.200,,,0.090,0.156,0.145,5754.00,137.86,89.02,,14.747,,,
Kepler-504,Kepler-504,0.33,0.02,0.02,0.33,0.02,0.02,4.170,2.580,6.100,,,-0.310,0.047,0.051,3519.00,19.67,19.31,,14.486,,,
Kepler-505,Kepler-505,0.55,0.02,0.02,0.53,0.02,0.02,3.160,1.590,4.530,,,-0.190,0.084,0.089,3931.00,40.61,48.32,,15.108,,,
Kepler-506,Kepler-506,1.19,0.03,0.03,1.19,0.02,0.02,1.740,0.407,0.543,,,0.090,0.086,0.081,6236.00,58.08,57.77,,10.868,,,
Kepler-157,Kepler-157,,,,1.04,0.20,0.20,,,,,,-0.108,,,5774.00,125.00,125.00,,14.002,,,
Kepler-555,Kepler-555,1.03,0.07,0.07,1.04,0.10,0.21,3.890,2.200,2.600,,,0.000,0.173,0.140,5894.00,162.81,117.98,,14.200,,,
Kepler-556,Kepler-556,1.00,0.04,0.03,0.98,0.05,0.08,4.170,2.220,2.770,,,0.030,0.101,0.101,5740.00,49.06,57.53,,14.112,,,
Kepler-1326,Kepler-1326,1.45,0.16,0.21,1.74,0.32,0.63,1.700,0.392,0.530,,,0.020,0.168,0.129,6725.00,196.41,280.90,,12.852,,,
Kepler-1327,Kepler-1327,1.02,0.07,0.07,1.03,0.11,0.25,4.070,2.270,2.810,,,-0.030,0.200,0.146,5885.00,121.67,115.84,,13.914,,,
Kepler-1328,Kepler-1328,1.00,0.06,0.06,0.99,0.09,0.20,4.570,2.700,3.120,,,0.000,0.177,0.131,5780.00,90.02,91.61,,13.836,,,
Kepler-403,Kepler-403,,,,1.33,0.24,0.24,,,,,,-0.145,,,6090.00,100.00,100.00,,12.805,,,
Kepler-1329,Kepler-1329,0.72,0.02,0.02,0.69,0.02,0.02,5.620,3.160,5.370,,,0.020,0.107,0.123,4500.00,38.83,38.73,,15.911,,,
Kepler-1330,Kepler-1330,0.97,0.05,0.05,0.94,0.07,0.23,4.900,3.150,4.900,,,0.080,0.151,0.139,5608.00,112.79,83.00,,15.017,,,
Kepler-1331,Kepler-1331,0.72,0.05,0.05,0.69,0.04,0.05,4.170,2.410,5.560,,,0.050,0.160,0.155,4508.00,204.59,243.21,,15.031,,,
Kepler-1332,Kepler-1332,0.95,0.04,0.03,0.90,0.03,0.04,3.240,1.580,2.430,,,0.000,0.100,0.098,5581.00,69.91,83.36,,13.756,,,
Kepler-1333,Kepler-1333,0.94,0.06,0.06,0.92,0.08,0.13,4.570,2.790,4.530,,,-0.040,0.187,0.150,5628.00,162.16,142.84,,15.162,,,
Kepler-1334,Kepler-1334,0.94,0.05,0.04,0.91,0.06,0.12,4.270,2.570,5.150,,,-0.030,0.175,0.139,5614.00,87.50,91.79,,15.241,,,
Kepler-1335,Kepler-1335,0.77,0.04,0.04,0.74,0.04,0.03,4.900,2.970,5.920,,,-0.070,0.178,0.156,4903.00,62.59,66.92,,15.329,,,
Kepler-1336,Kepler-1336,0.94,0.04,0.05,1.30,0.26,0.19,12.300,3.000,1.600,,,0.050,0.050,0.082,5512.00,66.78,86.32,,14.056,,,
Kepler-1337,Kepler-1337,0.70,0.05,0.04,0.67,0.05,0.03,4.270,2.480,6.060,,,-0.090,0.188,0.167,4523.00,50.38,51.15,,15.858,,,
Kepler-1338,Kepler-1338,1.04,0.07,0.08,1.05,0.11,0.21,3.800,2.070,2.490,,,0.000,0.177,0.155,5909.00,138.71,114.45,,13.615,,,
Kepler-1339,Kepler-1339,0.94,0.04,0.03,0.93,0.05,0.06,5.620,3.110,3.230,,,0.010,0.110,0.112,5586.00,56.05,51.01,,12.299,,,
Kepler-1340,Kepler-1340,1.27,0.14,0.20,1.42,0.25,0.64,2.400,0.773,0.890,,,0.070,0.139,0.146,6331.00,219.14,166.81,,14.758,,,
Kepler-1341,Kepler-1341,0.79,0.03,0.02,0.72,0.02,0.02,1.820,0.530,2.610,,,0.190,0.188,0.108,4662.00,46.26,43.09,,15.028,,,
Kepler-1342,Kepler-1342,0.93,0.06,0.05,0.90,0.06,0.11,4.370,2.690,5.300,,,0.030,0.157,0.137,5527.00,178.84,128.51,,15.392,,,
Kepler-1343,Kepler-1343,0.95,0.08,0.06,0.93,0.08,0.11,3.980,2.310,3.800,,,-0.160,0.214,0.186,5759.00,75.84,107.08,,15.526,,,
Kepler-1344,Kepler-1344,1.09,0.07,0.09,1.13,0.12,0.31,3.630,1.860,1.680,,,0.060,0.165,0.145,5981.00,91.31,78.95,,14.083,,,
Kepler-1345,Kepler-1345,1.32,0.14,0.22,1.55,0.30,0.69,2.240,0.575,0.692,,,0.040,0.168,0.129,6449.00,141.28,123.48,,13.791,,,
Kepler-1346,Kepler-1346,1.14,0.08,0.15,1.21,0.15,0.43,3.090,1.360,1.220,,,0.040,0.154,0.135,6133.00,160.70,118.39,,14.497,,,
Kepler-1347,Kepler-1347,0.82,0.04,0.04,0.79,0.03,0.03,5.620,3.240,4.190,,,-0.110,0.112,0.103,5193.00,55.99,74.46,,13.380,,,
Kepler-1348,Kepler-1348,1.04,0.07,0.07,1.04,0.10,0.23,3.720,1.990,2.420,,,-0.010,0.193,0.147,5911.00,101.96,102.08,,14.718,,,
Kepler-1349,Kepler-1349,1.16,0.08,0.41,1.28,0.19,1.15,2.880,1.560,1.360,,,0.030,0.226,0.158,6086.00,194.89,98.49,,11.126,,,
Kepler-1350,Kepler-1350,0.55,0.05,0.03,0.53,0.05,0.03,4.570,2.710,5.830,,,-0.060,0.160,0.120,3827.00,59.63,45.42,,16.283,,,
Kepler-1351,Kepler-1351,0.70,0.04,0.03,0.67,0.04,0.03,4.170,2.370,5.540,,,-0.030,0.161,0.156,4439.00,77.72,82.58,,14.107,,,
Wolf 1061,Wolf 1061,0.25,,,,,,,,,,,,,,3393.00,,,,10.100,,,
Kepler-217,Kepler-217,,,,1.80,0.26,0.26,,,,,,,,,6171.00,109.00,109.00,,13.294,,,
Kepler-218,Kepler-218,,,,1.06,0.08,0.08,,,,,,0.194,,,5502.00,74.00,74.00,,13.967,,,
Kepler-219,Kepler-219,,,,1.49,0.25,0.25,,,,,,0.020,,,5786.00,100.00,100.00,,13.764,,,
Kepler-220,Kepler-220,,,,0.67,0.03,0.03,,,,,,,,,4632.00,100.00,100.00,,13.177,,,
Kepler-225,Kepler-225,,,,0.48,0.02,0.02,,,,,,-0.185,,,3682.00,150.00,150.00,,15.962,,,
omi CrB,omi CrB,2.13,,0.23,10.50,,0.70,,,,,,,,,4749.00,,20.00,,5.510,,,
tau Boo,tau Boo,1.34,0.05,0.05,1.46,0.05,0.05,,,,,,0.500,,,6400.00,,,,4.500,,,
HATS-17,HATS-17,1.13,0.03,0.03,1.09,0.05,0.07,2.100,1.300,1.300,,,0.300,0.030,0.030,5846.00,78.00,78.00,,12.390,0.100,0.100,
TRAPPIST-1,TRAPPIST-1,0.08,0.01,0.01,0.12,0.00,0.00,0.500,,,,,0.040,0.080,0.080,2550.00,55.00,55.00,,18.800,0.080,0.080,
K2-34,K2-34,1.28,0.09,0.06,1.53,0.08,0.08,,,,,,0.240,0.220,0.220,6132.00,47.00,47.00,,11.548,0.057,0.057,
Kepler-461,Kepler-461,0.98,0.03,0.02,0.91,0.02,0.02,2.510,0.991,1.360,,,0.040,0.092,0.089,5634.00,45.60,43.20,,13.704,,,
Kepler-462,Kepler-462,1.59,0.11,0.11,2.04,0.28,0.33,1.450,0.130,0.180,,,-0.060,0.088,0.082,7070.00,57.56,58.86,,11.642,,,
Kepler-463,Kepler-463,0.87,0.05,0.05,0.90,0.08,0.13,7.410,4.880,4.280,,,-0.280,0.116,0.124,5661.00,99.18,105.05,,12.870,,,
Kepler-464,Kepler-464,1.21,0.08,0.07,1.59,0.06,0.07,4.900,0.780,1.400,,,0.190,0.071,0.074,5933.00,54.45,67.87,,12.702,,,
Kepler-465,Kepler-465,1.23,0.03,0.04,1.29,0.07,0.11,2.190,0.678,0.757,,,0.090,0.082,0.082,6310.00,60.38,63.38,,12.663,,,
Kepler-466,Kepler-466,1.04,0.04,0.04,1.05,0.06,0.08,3.470,1.730,1.870,,,-0.010,0.091,0.092,5927.00,68.52,77.35,,12.772,,,
Kepler-467,Kepler-467,1.05,0.03,0.03,1.37,0.03,0.04,8.130,1.000,1.100,,,0.060,0.049,0.072,5809.00,60.25,68.69,,12.377,,,
Kepler-468,Kepler-468,0.96,0.03,0.02,0.87,0.02,0.02,2.000,0.725,1.290,,,0.100,0.084,0.086,5498.00,68.06,60.91,,13.779,,,
Kepler-470,Kepler-470,1.40,0.16,0.22,1.66,0.31,0.67,1.860,0.427,0.679,,,0.040,0.163,0.124,6613.00,197.49,203.78,,13.224,,,
Kepler-471,Kepler-471,1.49,0.18,0.22,1.80,0.36,0.65,1.580,0.346,0.650,,,0.070,0.156,0.144,6733.00,288.80,288.74,,13.797,,,
Kepler-472,Kepler-472,0.85,0.03,0.03,0.78,0.01,0.02,2.690,1.140,1.940,,,0.160,0.098,0.093,4996.00,84.63,82.76,,13.698,,,
Kepler-473,Kepler-473,1.06,0.06,0.07,1.34,0.22,0.26,6.920,2.000,1.600,,,0.120,0.084,0.093,5816.00,91.94,74.23,,13.397,,,
Kepler-474,Kepler-474,0.99,0.05,0.05,1.08,0.12,0.17,6.760,3.440,2.090,,,-0.010,0.127,0.088,5785.00,97.56,92.56,,13.494,,,
Kepler-475,Kepler-475,0.86,0.03,0.03,0.79,0.01,0.02,2.690,1.190,1.900,,,0.210,0.092,0.081,5009.00,77.64,85.00,,13.341,,,
Kepler-476,Kepler-476,1.03,0.04,0.05,1.09,0.10,0.16,5.370,2.800,2.300,,,0.040,0.099,0.090,5837.00,99.97,101.08,,13.837,,,
Kepler-477,Kepler-477,0.87,0.03,0.03,0.79,0.02,0.02,2.090,0.737,1.330,,,-0.040,0.100,0.112,5240.00,41.14,49.30,,13.536,,,
Kepler-478,Kepler-478,0.85,0.04,0.03,0.80,0.02,0.03,4.900,2.700,3.190,,,-0.030,0.107,0.105,5210.00,70.31,69.43,,13.938,,,
Kepler-479,Kepler-479,0.86,0.04,0.03,0.81,0.02,0.03,4.270,2.310,3.110,,,-0.020,0.107,0.102,5247.00,57.40,73.63,,13.575,,,
Kepler-480,Kepler-480,1.25,0.04,0.05,1.34,0.10,0.14,2.340,0.774,0.669,,,0.110,0.091,0.094,6322.00,65.00,71.60,,13.273,,,
Kepler-481,Kepler-481,1.01,0.04,0.04,1.09,0.11,0.16,6.170,3.250,1.930,,,0.030,0.091,0.087,5802.00,66.20,73.64,,13.844,,,
KELT-14,KELT-14,1.24,0.04,0.04,1.52,0.03,0.03,5.110,0.800,0.800,,,0.320,0.090,0.090,5720.00,130.00,130.00,,11.000,,,
KELT-15,KELT-15,1.18,0.05,0.05,1.48,0.04,0.09,,,,,,0.047,0.032,0.032,6003.00,52.00,56.00,,11.189,0.050,0.050,
Kepler-1352,Kepler-1352,1.11,0.08,0.11,1.16,0.14,0.33,3.160,1.490,1.400,,,0.000,0.192,0.136,6118.00,116.34,107.49,,13.295,,,
Kepler-1353,Kepler-1353,0.76,0.05,0.04,0.72,0.04,0.04,4.680,2.710,5.650,,,-0.060,0.166,0.158,4776.00,111.78,158.62,,15.514,,,
Kepler-1354,Kepler-1354,1.16,0.11,0.16,1.24,0.19,0.49,2.950,1.200,1.290,,,0.030,0.156,0.133,6168.00,202.44,136.72,,14.357,,,
Kepler-1355,Kepler-1355,0.88,0.04,0.04,0.83,0.04,0.06,4.270,2.630,5.700,,,-0.040,0.150,0.137,5352.00,62.37,68.59,,15.471,,,
Kepler-1356,Kepler-1356,0.82,0.04,0.04,0.78,0.04,0.04,4.900,3.010,6.220,,,-0.020,0.158,0.142,5106.00,84.13,65.11,,15.760,,,
Kepler-1357,Kepler-1357,0.93,0.06,0.05,0.90,0.07,0.13,4.570,2.840,5.180,,,-0.060,0.196,0.149,5597.00,91.12,92.01,,15.273,,,
Kepler-1358,Kepler-1358,0.82,0.05,0.04,0.79,0.05,0.04,5.130,3.150,6.380,,,-0.080,0.179,0.153,5181.00,55.42,58.32,,14.572,,,
Kepler-1359,Kepler-1359,0.78,0.04,0.03,0.72,0.02,0.02,2.340,0.930,5.380,,,0.110,0.177,0.134,4709.00,55.60,46.37,,15.768,,,
Kepler-1360,Kepler-1360,1.51,0.21,0.23,1.83,0.41,0.63,1.550,0.300,0.674,,,0.060,0.160,0.141,6778.00,343.47,324.31,,13.913,,,
Kepler-1361,Kepler-1361,0.83,0.04,0.04,0.79,0.04,0.04,4.900,2.940,6.170,,,0.000,0.150,0.148,5131.00,57.72,55.23,,13.930,,,
Kepler-1362,Kepler-1362,0.80,0.04,0.03,0.74,0.03,0.03,3.090,1.530,6.260,,,0.060,0.153,0.149,4857.00,72.62,51.17,,15.839,,,
Kepler-1363,Kepler-1363,0.76,0.05,0.04,0.72,0.04,0.04,4.170,2.440,6.160,,,-0.090,0.174,0.163,4839.00,109.75,102.94,,15.290,,,
Kepler-1364,Kepler-1364,1.49,0.14,0.21,1.79,0.31,0.62,1.580,0.270,0.370,,,0.040,0.148,0.131,6805.00,160.28,136.21,,13.228,,,
Kepler-1365,Kepler-1365,1.00,0.04,0.04,1.05,0.10,0.15,6.030,3.350,2.390,,,0.030,0.097,0.089,5770.00,88.36,86.40,,13.421,,,
Kepler-1366,Kepler-1366,0.62,0.04,0.03,0.60,0.04,0.03,3.980,2.230,5.660,,,-0.020,0.158,0.162,4070.00,54.22,63.00,,15.877,,,
Kepler-1367,Kepler-1367,0.62,0.05,0.03,0.60,0.05,0.03,3.890,2.230,5.550,,,-0.060,0.204,0.167,4106.00,57.12,55.83,,15.571,,,
Kepler-1368,Kepler-1368,1.07,0.06,0.08,1.08,0.11,0.22,3.470,1.800,2.210,,,0.100,0.139,0.148,5906.00,160.03,120.57,,15.892,,,
Kepler-1369,Kepler-1369,0.99,0.06,0.06,0.99,0.08,0.15,4.070,2.310,3.640,,,0.000,0.159,0.136,5761.00,110.01,132.70,,15.323,,,
Kepler-1370,Kepler-1370,1.19,0.09,0.15,1.29,0.18,0.46,2.880,1.130,1.090,,,0.050,0.141,0.139,6202.00,131.46,115.03,,13.701,,,
Kepler-1371,Kepler-1371,0.87,0.05,0.04,0.83,0.06,0.07,4.370,2.720,6.400,,,-0.070,0.163,0.162,5361.00,74.06,70.81,,13.851,,,
Kepler-1372,Kepler-1372,0.98,0.05,0.05,0.97,0.08,0.26,5.010,3.220,4.240,,,0.050,0.163,0.126,5677.00,103.14,76.20,,15.371,,,
Kepler-1373,Kepler-1373,1.22,0.12,0.20,1.33,0.20,0.62,2.510,0.848,0.948,,,0.030,0.173,0.125,6299.00,170.73,169.62,,14.135,,,
Kepler-1374,Kepler-1374,0.85,0.06,0.05,0.81,0.06,0.06,4.470,2.840,6.300,,,-0.130,0.179,0.160,5323.00,85.42,108.36,,15.970,,,
Kepler-1375,Kepler-1375,1.47,0.16,0.22,1.78,0.34,0.69,1.660,0.320,0.488,,,0.090,0.143,0.137,6704.00,207.96,142.25,,13.749,,,
Kepler-227,Kepler-227,,,,1.09,0.55,0.55,,,,,,0.136,,,5854.00,200.00,200.00,,15.347,,,
Kepler-230,Kepler-230,,,,0.82,0.41,0.41,,,,,,-0.291,,,5588.00,200.00,200.00,,15.082,,,
Kepler-232,Kepler-232,,,,0.97,0.46,0.46,,,,,,0.083,,,5847.00,200.00,200.00,,15.367,,,
Kepler-234,Kepler-234,,,,1.11,0.49,0.49,,,,,,0.075,,,6224.00,200.00,200.00,,15.541,,,
Kepler-237,Kepler-237,0.70,,,0.72,0.38,0.38,,,,,,-0.077,,,4861.00,200.00,200.00,,15.289,,,
K2-4,K2-4,0.63,0.03,0.03,0.60,0.02,0.02,,,,,,-0.120,0.120,0.100,4197.00,43.00,45.00,,14.907,0.030,0.030,
K2-5,K2-5,0.61,0.13,0.13,0.57,0.12,0.12,,,,,,-0.330,0.190,0.190,3930.00,375.00,375.00,,14.910,0.030,0.030,
Kepler-557,Kepler-557,1.11,0.09,0.12,1.16,0.16,0.35,3.240,1.450,1.850,,,0.020,0.160,0.129,6068.00,199.33,151.79,,14.641,,,
Kepler-558,Kepler-558,0.85,0.05,0.04,0.81,0.05,0.05,4.470,2.720,6.270,,,-0.060,0.170,0.147,5242.00,66.35,93.27,,14.805,,,
Kepler-559,Kepler-559,0.96,0.06,0.07,0.95,0.09,0.17,4.370,2.630,4.000,,,0.030,0.152,0.136,5630.00,197.22,200.63,,14.743,,,
Kepler-560,Kepler-560,0.34,0.02,0.02,0.33,0.02,0.02,4.070,2.500,6.020,,,-0.390,0.060,0.059,3556.00,23.60,30.41,,14.708,,,
Kepler-561,Kepler-561,0.96,0.06,0.07,0.94,0.08,0.16,4.270,2.520,4.360,,,0.020,0.166,0.142,5646.00,189.65,175.40,,14.361,,,
Kepler-562,Kepler-562,0.93,0.05,0.05,0.90,0.06,0.11,4.570,2.830,4.940,,,-0.040,0.181,0.154,5575.00,85.33,83.81,,14.794,,,
Kepler-563,Kepler-563,0.80,0.05,0.04,0.77,0.05,0.04,5.370,3.300,5.930,,,-0.080,0.184,0.146,5066.00,61.96,80.00,,14.767,,,
Kepler-564,Kepler-564,0.95,0.06,0.06,0.92,0.07,0.13,4.270,2.600,4.520,,,-0.010,0.178,0.141,5626.00,126.35,144.83,,14.749,,,
Kepler-565,Kepler-565,0.98,0.06,0.04,0.95,0.07,0.13,4.070,2.380,3.640,,,-0.020,0.173,0.140,5735.00,75.30,80.65,,15.000,,,
Kepler-566,Kepler-566,0.83,0.05,0.04,0.79,0.04,0.04,4.570,2.700,6.270,,,-0.010,0.173,0.162,5132.00,80.24,59.73,,14.958,,,
Kepler-567,Kepler-567,0.84,0.04,0.04,0.79,0.04,0.04,4.680,3.000,5.650,,,0.000,0.152,0.142,5148.00,92.59,106.09,,14.687,,,
