# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
HD 222582 b,HD 222582 b,,7.75,0.65,0.65,0.65,0.65,,,,,,572.38,0.61,0.61,,,0.725,0.012,0.012,,,,,,,,Radial Velocity,1999,2016-01-15,
HD 224538 b,HD 224538 b,,5.97,0.42,0.42,0.42,0.42,,,,,,1189.1,5.1,5.1,,,0.464,0.022,0.022,,,,,,,,Radial Velocity,2016,2016-04-02,
HD 224693 b,HD 224693 b,,0.71,,,,,,,,,,26.73,0.02,0.02,,,0.05,0.03,0.03,,,,,,,,Radial Velocity,2006,2006-04-18,
HD 22781 b,HD 22781 b,,13.65,0.97,0.97,0.97,0.97,,,,,,528.07,0.14,0.14,,,0.8191,0.0023,0.0023,,,,,,,,Radial Velocity,2011,2011-11-04,
HD 23079 b,HD 23079 b,,2.45,0.21,0.21,0.21,0.21,,,,,,730.6,5.7,5.7,,,0.102,0.031,0.031,,,,,,,,Radial Velocity,2001,2016-01-21,
HD 23127 b,HD 23127 b,,1.5,0.2,0.2,0.2,0.2,,,,,,1214.0,9.0,9.0,,,0.44,0.07,0.07,,,,,,,,Radial Velocity,2007,2016-01-14,
HD 231701 b,HD 231701 b,,1.08,,,,,,,,,,141.89,0.15,0.15,,,0.096,0.069,0.069,,,,,,,,Radial Velocity,2007,2016-02-02,
HD 233604 b,HD 233604 b,,6.575,,,,,,,,,,192.0,0.22,0.22,,,0.05,0.03,0.03,,,,,,,,Radial Velocity,2013,2013-04-30,
HD 23596 b,HD 23596 b,,8.1,,,,,,,,,,1565.0,21.0,21.0,,,0.292,0.023,0.023,,,,,,,,Radial Velocity,2002,2010-12-30,
HD 240210 b,HD 240210 b,,6.9,,,,,,,,,,501.75,2.33,2.33,,,0.15,0.02,0.02,,,,,,,,Radial Velocity,2009,2014-08-27,
HD 240237 b,HD 240237 b,,5.3,,,,,,,,,,745.7,13.8,13.8,,,0.4,0.1,0.1,,,,,,,,Radial Velocity,2010,2011-10-11,
HD 24040 b,HD 24040 b,,4.01,0.49,0.49,0.49,0.49,,,,,,3668.0,170.0,170.0,,,0.04,0.06,0.06,,,,,,,,Radial Velocity,2006,2012-05-25,
HD 24064 b,HD 24064 b,,9.4,1.3,1.3,1.3,1.3,,,,,,555.6,3.0,3.0,,,0.35,0.08,0.08,,,,,,,,Radial Velocity,2015,2015-10-01,
HD 25171 b,HD 25171 b,,0.95,0.1,0.1,0.1,0.1,,,,,,1845.0,15.0,15.0,,,0.08,0.06,0.06,,,,,,,,Radial Velocity,2010,2010-12-20,
HD 2638 b,HD 2638 b,,0.48,,,,,1.04,,,,,3.43752,0.008239,0.008239,,,0.0407,0.0351,0.0407,,,,,,,,Radial Velocity,2005,2016-09-03,
HD 27442 b,HD 27442 b,,1.35,0.11,0.11,0.11,0.11,,,,,,415.2,0.5,0.5,,,0.058,0.05,0.05,,,,,,,,Radial Velocity,2000,2011-04-08,
HD 27631 b,HD 27631 b,,1.45,0.14,0.14,0.14,0.14,,,,,,2208.0,66.0,66.0,,,0.12,0.06,0.06,,,,,,,,Radial Velocity,2011,2012-11-29,
HD 27894 b,HD 27894 b,,0.62,,,,,,,,,,17.991,0.007,0.007,,,0.049,0.008,0.008,,,,,,,,Radial Velocity,2005,2010-12-25,
HD 28185 b,HD 28185 b,,5.7,,,,,,,,,,383.0,2.0,2.0,,,0.07,0.04,0.04,,,,,,,,Radial Velocity,2001,2010-12-20,
HD 28254 b,HD 28254 b,,1.16,0.06,0.1,0.06,0.1,,,,,,1116.0,26.0,26.0,,,0.81,0.02,0.02,,,,,,,,Radial Velocity,2009,2010-09-08,
HD 283668 b,HD 283668 b,,53.4,4.0,4.0,4.0,4.0,,,,,,2558.0,8.0,8.0,,,0.577,0.011,0.011,,,,,,,,Radial Velocity,2016,2016-02-10,
HD 284149 b,HD 284149 b,,32.0,18.0,14.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,Imaging,2014,2014-07-31,
HD 285507 b,HD 285507 b,,0.917,0.033,0.033,0.033,0.033,,,,,,6.0881,0.0018,0.0018,,,0.086,0.019,0.019,,,,,,,,Radial Velocity,2013,2015-06-14,
HD 28678 b,HD 28678 b,,1.7,0.1,0.1,0.1,0.1,,,,,,387.1,4.2,4.2,,,0.168,0.068,0.068,,,,,,,,Radial Velocity,2011,2011-09-02,
HD 290327 b,HD 290327 b,,2.54,0.14,0.17,0.14,0.17,,,,,,2443.0,117.0,117.0,,,0.08,0.03,0.03,,,,,,,,Radial Velocity,2009,2010-09-08,
HD 2952 b,HD 2952 b,,1.6,,,,,,,,,,311.6,1.9,1.7,,,0.129,0.085,0.099,,,,,,,,Radial Velocity,2013,2014-05-25,
HD 30177 b,HD 30177 b,,10.45,0.88,0.88,0.88,0.88,,,,,,2770.0,100.0,100.0,,,0.193,0.025,0.025,,,,,,,,Radial Velocity,2002,2016-01-19,
HD 30562 b,HD 30562 b,,1.29,0.08,0.08,0.08,0.08,,,,,,1157.0,27.0,27.0,,,0.76,0.05,0.05,,,,,,,,Radial Velocity,2009,2009-09-25,
HD 30669 b,HD 30669 b,,0.47,0.06,0.06,0.06,0.06,,,,,,1684.0,61.0,61.0,,,0.18,0.15,0.15,,,,,,,,Radial Velocity,2014,2015-06-14,
HD 30856 b,HD 30856 b,,1.8,0.2,0.2,0.2,0.2,,,,,,912.0,41.0,41.0,,,0.24,inf,nan,,,,,,,,Radial Velocity,2011,2011-09-02,
HD 31253 b,HD 31253 b,,0.5,0.07,0.07,0.07,0.07,,,,,,466.0,3.0,3.0,,,0.3,0.2,0.2,,,,,,,,Radial Velocity,2010,2010-11-19,
HD 31527 b,HD 31527 b,,0.0363,0.0025,0.0025,0.0025,0.0025,,,,,,16.546,0.0074,0.0074,,,0.13,0.05,0.05,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 31527 c,HD 31527 c,,0.0498,0.00345,0.00345,0.00345,0.00345,,,,,,51.284,0.0848,0.0848,,,0.11,0.07,0.07,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 31527 d,HD 31527 d,,0.0519,0.0257,0.0257,0.0257,0.0257,,,,,,274.49,7.8133,7.8133,,,0.38,0.25,0.25,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 3167 b,HD 3167 b,,,,,,,0.1423,0.0075,0.0075,,,0.959627,1e-05,1e-05,,,,,,,,,,,,,Primary Transit,2016,2016-07-20,
HD 3167 c,HD 3167 c,,,,,,,0.258,0.018,0.018,,,29.8452,0.001,0.001,,,,,,,,,,,,,Primary Transit,2016,2016-07-20,
HD 32518 b,HD 32518 b,,3.04,0.69,0.69,0.69,0.69,,,,,,157.54,0.38,0.38,,,0.01,0.03,0.03,,,,,,,,Radial Velocity,2009,2009-08-13,
HD 32963 b,HD 32963 b,,0.7,0.03,0.03,0.03,0.03,,,,,,2372.0,26.0,26.0,,,0.07,0.04,0.04,,,,,,,,Radial Velocity,2015,2015-12-02,
HD 330075 b,HD 330075 b,,0.62,,,,,1.06,,,,,3.6413,0.00187,0.00187,,,0.0187,0.0684,0.0187,,,,,,,,Radial Velocity,2004,2015-02-25,
HD 33142 b,HD 33142 b,,1.3,0.1,0.1,0.1,0.1,,,,,,326.6,3.9,3.9,,,0.22,inf,nan,,,,,,,,Radial Velocity,2011,2011-09-02,
HD 33283 b,HD 33283 b,,0.33,,,,,0.99,,,,,18.1801,0.008,0.008,,,0.458,0.0656,0.0569,,,,,,,,Radial Velocity,2006,2015-02-16,
HD 33564 b,HD 33564 b,,9.1,,,,,,,,,,388.0,3.0,3.0,,,0.34,0.02,0.02,,,,,,,,Radial Velocity,2005,2010-12-23,
HD 33844 b,HD 33844 b,,1.96,0.12,0.12,0.12,0.12,,,,,,551.4,7.8,7.8,,,0.15,0.07,0.07,,,,,,,,Radial Velocity,2013,2015-12-24,
HD 33844 c,HD 33844 c,,1.75,0.18,0.18,0.18,0.18,,,,,,916.0,29.5,29.5,,,0.13,0.1,0.1,,,,,,,,Radial Velocity,2015,2015-12-24,
HD 34445 b,HD 34445 b,,0.79,0.07,0.07,0.07,0.07,,,,,,1049.0,11.0,11.0,,,0.27,0.07,0.07,,,,,,,,Radial Velocity,2004,2014-08-30,
HD 35759 b,HD 35759 b,,3.76,0.17,0.17,0.17,0.17,,,,,,82.467,0.019,0.019,,,0.389,0.006,0.006,,,,,,,,Radial Velocity,2016,2016-02-17,
HD 3651 b,HD 3651 b,,0.231,0.00972,0.291,0.00972,0.291,,,,,,62.218,0.015,0.015,,,0.596,0.036,0.036,,,,,,,,Radial Velocity,2003,2016-02-01,
HD 3651 c,HD 3651 c,,0.09,0.03,0.03,0.03,0.03,,,,,,31.0,0.02,0.02,,,0.04,0.2,0.2,,,,,,,,Radial Velocity,2013,2013-07-04,
HD 37124 b,HD 37124 b,,0.675,0.017,0.017,0.017,0.017,,,,,,154.378,0.028,0.028,,,0.054,0.03,0.03,,,,,,,,Radial Velocity,1999,2013-05-20,
HD 37124 c,HD 37124 c,,0.652,0.052,0.052,0.052,0.052,,,,,,885.5,5.1,5.1,,,0.125,0.055,0.055,,,,,,,,Radial Velocity,2005,2013-05-20,
HD 37124 d,HD 37124 d,,0.696,0.059,0.059,0.059,0.059,,,,,,1862.0,38.0,38.0,,,0.16,0.14,0.14,,,,,,,,Radial Velocity,2003,2013-05-20,
HD 37605 b,HD 37605 b,,2.813,0.032,0.032,0.032,0.032,,,,,,55.01307,0.00063,0.00063,,,0.6767,0.0019,0.0019,,,,,,,,Radial Velocity,2004,2012-10-29,
HD 37605 c,HD 37605 c,,3.366,0.072,0.072,0.072,0.072,,,,,,2720.0,57.0,57.0,,,0.013,0.015,0.015,,,,,,,,Radial Velocity,2012,2012-10-29,
HD 38283 b,HD 38283 b,,0.34,0.02,0.02,0.02,0.02,,,,,,363.2,1.6,1.6,,,0.41,0.16,0.16,,,,,,,,Radial Velocity,2011,2011-04-13,
HD 38529 b,HD 38529 b,,0.93,0.11,0.21,0.11,0.21,,,,,,14.3104,0.0002,0.0002,,,0.248,0.007,0.007,,,,,,,,Radial Velocity,2000,2011-05-11,
HD 38529 c,HD 38529 c,,23.7,3.11,4.07,3.11,4.07,,,,,,2134.76,0.4,0.4,,,0.36,0.003,0.003,,,,,,,,Radial Velocity,2002,2014-05-26,
HD 38801 b,HD 38801 b,,10.7,0.5,0.5,0.5,0.5,,,,,,696.3,2.7,2.7,,,0.0,,,,,,,,,,Radial Velocity,2010,2010-12-15,
HD 38858 b,HD 38858 b,,0.0961,0.012,0.012,0.012,0.012,,,,,,407.15,4.2857,4.2857,,,0.27,0.17,0.17,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 39091 b,HD 39091 b,,10.3,,,,,,,,,,2049.0,150.0,150.0,,,0.61,0.03,0.03,,,,,,,,Radial Velocity,2001,2011-01-01,
HD 39194 b,HD 39194 b,,0.0117,0.001,0.001,0.001,0.001,,,,,,5.6363,0.0008,0.0008,,,0.2,0.1,0.1,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 39194 c,HD 39194 c,,0.0187,0.00148,0.00148,0.00148,0.00148,,,,,,14.025,0.0051,0.0051,,,0.11,0.006,0.006,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 39194 d,HD 39194 d,,0.0162,0.0026,0.0026,0.0026,0.0026,,,,,,33.941,0.0353,0.0353,,,0.2,0.16,0.16,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 39392 b,HD 39392 b,,13.2,0.8,0.8,0.8,0.8,,,,,,394.3,1.4,1.4,,,0.394,0.008,0.008,,,,,,,,Radial Velocity,2016,2016-02-10,
HD 40307 b,HD 40307 b,,0.012,0.00094,0.00094,0.00094,0.00094,,,,,,4.3115,0.00027,0.00027,,,0.2,0.16,0.14,,,,,,,,Radial Velocity,2008,2015-10-26,
HD 40307 c,HD 40307 c,,0.0202,0.0014,0.0014,0.0014,0.0014,,,,,,9.6207,0.0013,0.0013,,,0.06,0.06,0.11,,,,,,,,Radial Velocity,2008,2016-02-15,
HD 40307 d,HD 40307 d,,0.0275,0.0018,0.0018,0.0018,0.0018,,,,,,20.4184,0.0052,0.0052,,,0.07,0.07,0.11,,,,,,,,Radial Velocity,2008,2015-11-13,
HD 40307 e,HD 40307 e,,0.011,0.0044,0.0044,0.0044,0.0044,,,,,,34.62,0.21,0.21,,,0.15,0.15,0.13,,,,,,,,Radial Velocity,2012,2014-05-21,
HD 40307 f,HD 40307 f,,0.0114,0.0019,0.0019,0.0019,0.0019,,,,,,51.56,0.14,0.14,,,0.02,0.02,0.2,,,,,,,,Radial Velocity,2012,2015-10-26,
HD 40307 g,HD 40307 g,,0.0223,0.0082,0.0082,0.0082,0.0082,,,,,,197.8,5.7,9.0,,,0.29,0.29,0.31,,,,,,,,Radial Velocity,2012,2014-05-21,
HD 40979 b,HD 40979 b,,4.01,0.13,0.13,0.13,0.13,,,,,,264.1,0.23,0.23,,,0.252,0.014,0.014,,,,,,,,Radial Velocity,2002,2016-02-01,
HD 41004 A b,HD 41004 A b,,2.54,0.74,0.74,0.74,0.74,,,,,,963.0,38.0,38.0,,,0.39,0.17,0.17,,,,,,,,Radial Velocity,2004,2012-11-21,
HD 41004 B b,HD 41004 B b,,18.4,0.22,0.22,0.22,0.22,1.06,,,,,1.32363,8.9e-05,8.9e-05,,,0.058,0.0511,0.058,,,,,,,,Radial Velocity,2004,2015-02-16,
HD 4113 b,HD 4113 b,,1.56,0.04,0.04,0.04,0.04,,,,,,526.62,0.3,0.3,,,0.903,0.005,0.005,,,,,,,,Radial Velocity,2007,2010-12-17,
HD 4203 b,HD 4203 b,,1.82,0.05,0.05,0.05,0.05,,,,,,437.05,0.27,0.27,,,0.52,0.02,0.02,,,,,,,,Radial Velocity,2001,2014-01-11,
HD 4203 c,HD 4203 c,,2.17,0.52,0.52,0.52,0.52,,,,,,6700.0,4500.0,4500.0,,,0.24,0.13,0.13,,,,,,,,Radial Velocity,2014,2014-01-11,
HD 4208 b,HD 4208 b,,0.804,0.073,0.073,0.073,0.073,,,,,,828.0,8.1,8.1,,,0.052,0.04,0.04,,,,,,,,Radial Velocity,2001,2016-01-21,
HD 42618 b,HD 42618 b,,0.0453,0.0079,0.0079,0.0079,0.0079,,,,,,149.61,0.34,0.37,,,0.19,0.12,0.15,,,337.0,,,,,Radial Velocity,2016,2016-07-11,
HD 4308 b,HD 4308 b,,0.0405,0.005,0.005,0.005,0.005,,,,,,15.609,0.007,0.007,,,0.27,0.12,0.12,,,,,,,,Radial Velocity,2005,2016-01-10,
HD 4313 b,HD 4313 b,,2.3,0.2,0.2,0.2,0.2,,,,,,356.0,2.6,2.6,,,0.041,0.037,0.037,,,,,,,,Radial Velocity,2010,2010-03-19,
HD 43197 b,HD 43197 b,,0.6,0.04,0.12,0.04,0.12,,,,,,327.8,1.2,1.2,,,0.83,0.01,0.01,,,,,,,,Radial Velocity,2009,2010-09-08,
HD 43691 b,HD 43691 b,,2.49,,,,,,,,,,36.96,0.02,0.02,,,0.14,0.02,0.02,,,,,,,,Radial Velocity,2007,2007-11-27,
HD 44219 b,HD 44219 b,,0.58,0.04,0.06,0.04,0.06,,,,,,472.3,5.0,5.0,,,0.61,0.09,0.09,,,,,,,,Radial Velocity,2009,2010-09-08,
HD 45184 b,HD 45184 b,,0.04,,,,,,,,,,5.8872,,,,,0.3,,,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 45350 b,HD 45350 b,,1.79,0.14,0.14,0.14,0.14,,,,,,890.76,37.42,37.42,,,0.778,0.009,0.009,,,,,,,,Radial Velocity,2004,2010-12-22,
HD 45364 b,HD 45364 b,,0.1872,,,,,,,,,,226.93,0.37,0.37,,,0.1684,0.019,0.019,,,,,,,,Radial Velocity,2009,2012-01-31,
HD 45364 c,HD 45364 c,,0.6579,,,,,,,,,,342.85,0.28,0.28,,,0.0974,0.012,0.012,,,,,,,,Radial Velocity,2009,2012-01-31,
HD 45652 b,HD 45652 b,,0.47,,,,,,,,,,43.6,0.2,0.2,,,0.38,0.06,0.06,,,,,,,,Radial Velocity,2008,2008-10-14,
HD 46375 b,HD 46375 b,,0.23,,,,,1.02,,,,,3.02358,6.44902e-05,6.44902e-05,,,0.0524,0.032,0.0229,,,,,,,,Radial Velocity,2000,2015-02-24,
HD 47186 b,HD 47186 b,,0.07167,,,,,,,,,,4.0845,0.0002,0.0002,,,0.038,0.02,0.02,,,,,,,,Radial Velocity,2008,2013-05-20,
HD 47186 c,HD 47186 c,,0.35061,,,,,,,,,,1353.6,57.1,57.1,,,0.249,0.073,0.073,,,,,,,,Radial Velocity,2008,2013-05-20,
HD 4732 b,HD 4732 b,,2.37,0.34,0.34,0.34,0.34,,,,,,360.2,1.4,1.4,,,0.13,0.06,0.06,,,,,,,,Radial Velocity,2013,2016-04-28,
HD 4732 c,HD 4732 c,,2.37,0.38,0.38,0.38,0.38,,,,,,2732.0,81.0,81.0,,,0.23,0.07,0.07,,,,,,,,Radial Velocity,2013,2016-04-28,
HD 47366 b,HD 47366 b,,1.75,0.2,0.2,0.2,0.2,,,,,,363.3,2.5,2.5,,,0.089,0.06,0.079,,,,,,,,Radial Velocity,2016,2016-01-19,
HD 47366 c,HD 47366 c,,1.86,0.16,0.16,0.16,0.16,,,,,,684.7,5.0,5.0,,,0.278,0.064,0.067,,,,,,,,Radial Velocity,2016,2016-01-19,
HD 4747 b,HD 4747 b,,60.2,3.3,3.3,3.3,3.3,,,,,,13835.67,285.0,314.0,,,0.74,0.002,0.002,,,,,,,,Radial Velocity,2016,2016-08-21,
HD 47536 b,HD 47536 b,,5.0,,,,,,,,,,430.0,,,,,0.2,0.08,0.08,,,,,,,,Radial Velocity,2003,2012-08-10,
HD 48265 b,HD 48265 b,,1.16,0.38,0.38,0.38,0.38,,,,,,700.0,8.0,8.0,,,0.18,0.13,0.13,,,,,,,,Radial Velocity,2008,2009-05-20,
HD 49674 b,HD 49674 b,,0.1,,,,,0.98,,,,,4.94739,0.000974925,0.000974925,,,0.0495,0.0691,0.0495,,,,,,,,Radial Velocity,2002,2015-02-27,
HD 50499 b,HD 50499 b,,1.71,0.2,0.2,0.2,0.2,,,,,,2482.7,110.0,110.0,,,0.23,0.14,0.14,,,,,,,,Radial Velocity,2005,2010-12-29,
HD 50554 b,HD 50554 b,,5.16,,,,,,,,,,1293.0,37.0,37.0,,,0.5,0.03,0.03,,,,,,,,Radial Velocity,2002,2010-12-30,
HD 51608 b,HD 51608 b,,0.0413,0.0031,0.0031,0.0031,0.0031,,,,,,14.07,0.0037,0.0037,,,0.15,0.06,0.06,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 51608 c,HD 51608 c,,0.0565,0.0152,0.0152,0.0152,0.0152,,,,,,95.415,0.3908,0.3908,,,0.41,0.18,0.18,,,,,,,,Radial Velocity,2011,2011-09-12,
HD 52265 b,HD 52265 b,,1.05,0.03,0.03,0.03,0.03,,,,,,119.6,0.4,0.4,,,0.35,0.03,0.03,,,,,,,,Radial Velocity,2000,2013-07-04,
HD 52265 c,HD 52265 c,,0.35,0.09,0.09,0.09,0.09,,,,,,59.9,0.2,0.2,,,0.05,0.1,0.1,,,,,,,,Radial Velocity,2013,2013-07-04,
HD 5319 b,HD 5319 b,,1.94,,,,,,,,,,675.0,17.0,17.0,,,0.12,0.08,0.08,,,,,,,,Radial Velocity,2007,2007-10-31,
HD 5319 c,HD 5319 c,,1.15,0.08,0.08,0.08,0.08,,,,,,886.0,8.0,8.0,,,0.15,0.06,0.06,,,,,,,,Radial Velocity,2016,2016-08-10,
HD 5583 b,HD 5583 b,,5.78,0.53,0.53,0.53,0.53,,,,,,139.35,0.22,0.22,,,0.076,0.023,0.07,,,,,,,,Radial Velocity,2016,2016-03-21,
HD 5608 b,HD 5608 b,,1.4,,,,,,,,,,792.6,7.7,7.7,,,,,,,,,,,,,Radial Velocity,2012,2013-01-17,
HD 564 b,HD 564 b,,0.33,0.03,0.03,0.03,0.03,,,,,,492.3,2.3,2.3,,,0.096,0.067,0.067,,,,,,,,Radial Velocity,2014,2015-01-08,
HD 5891 b,HD 5891 b,,7.6,0.4,0.4,0.4,0.4,,,,,,177.11,0.31,0.31,,,0.066,0.02,0.02,,,,,,,,Radial Velocity,2011,2011-09-02,
HD 59686 A b,HD 59686 A b,,6.92,0.24,0.18,0.24,0.18,,,,,,299.36,0.31,0.26,,,0.05,0.02,0.03,,,,,,,,Radial Velocity,2003,2016-08-03,
HD 60532 b,HD 60532 b,,9.21,0.0,0.0,0.0,0.0,,,,,,201.83,0.14,0.14,,,0.278,0.006,0.006,,,,,,,,Radial Velocity,2008,2012-01-31,
HD 60532 c,HD 60532 c,,21.8,0.0,0.0,0.0,0.0,,,,,,607.06,2.1,2.1,,,0.038,0.008,0.008,,,,,,,,Radial Velocity,2008,2012-01-31,
HD 62509 b,HD 62509 b,,2.9,0.1,0.1,0.1,0.1,,,,,,589.64,0.81,0.81,,,0.02,0.03,0.03,,,,,,,,Radial Velocity,2006,2015-08-21,
HD 63454 b,HD 63454 b,,0.39,,,,,1.06,,,,,2.81747,0.000382247,0.000382247,,,0.0177,0.0203,0.0177,,,,,,,,Radial Velocity,2005,2015-02-20,
HD 63765 b,HD 63765 b,,0.64,0.05,0.05,0.05,0.05,,,,,,358.0,1.0,1.0,,,0.24,0.043,0.043,,,,,,,,Radial Velocity,2009,2011-07-05,
HD 6434 b,HD 6434 b,,0.39,,,,,,,,,,21.998,0.0009,0.0009,,,0.17,0.03,0.03,,,,,,,,Radial Velocity,2000,2010-12-30,
HD 65216 b,HD 65216 b,,1.26,0.04,0.04,0.04,0.04,,,,,,572.4,0.21,0.21,,,0.41,0.06,0.06,,,,,,,,Radial Velocity,2003,2014-01-26,
HD 65216 c,HD 65216 c,,0.17,0.03,0.03,0.03,0.03,,,,,,152.6,0.6,0.6,,,0.02,0.1,0.1,,,,,,,,Radial Velocity,2011,2014-01-26,
HD 66141 b,HD 66141 b,,6.0,0.3,0.3,0.3,0.3,,,,,,480.5,0.5,0.5,,,0.07,0.03,0.03,,,,,,,,Radial Velocity,2012,2012-11-12,
HD 66428 b,HD 66428 b,,2.82,0.027,0.027,0.027,0.027,,,,,,1973.0,31.0,31.0,,,0.465,0.03,0.03,,,,,,,,Radial Velocity,2006,2006-07-15,
HD 67087 b,HD 67087 b,,3.06,0.2,0.22,0.2,0.22,,,,,,352.2,1.7,1.7,,,0.17,0.07,0.07,,,,,,,,Radial Velocity,2015,2015-07-27,
HD 67087 c,HD 67087 c,,4.85,3.61,10.0,3.61,10.0,,,,,,2374.0,156.0,193.0,,,0.76,0.24,0.17,,,,,,,,Radial Velocity,2015,2015-07-27,
HD 6718 b,HD 6718 b,,1.56,0.1,0.11,0.1,0.11,,,,,,2496.0,176.0,176.0,,,0.1,0.04,0.04,,,,,,,,Radial Velocity,2009,2010-09-08,
HD 68402 b,HD 68402 b,,3.07,0.35,0.35,0.35,0.35,,,,,,1103.0,33.0,33.0,,,0.03,0.03,0.06,,,,,,,,Radial Velocity,2016,2016-04-02,
HD 68988 b,HD 68988 b,,1.86,0.16,0.16,0.16,0.16,,,,,,6.2771,0.00021,0.00021,,,0.1249,0.0087,0.0087,,,,,,,,Radial Velocity,2001,2016-01-26,
HD 69830 b,HD 69830 b,,0.15,0.071,inf,0.071,inf,,,,,,8.667,0.003,0.003,,,0.1,0.04,0.04,,,,,,,,Radial Velocity,2006,2012-01-31,
HD 69830 c,HD 69830 c,,0.17,0.082,inf,0.082,inf,,,,,,31.56,0.04,0.04,,,0.13,0.06,0.06,,,,,,,,Radial Velocity,2006,2010-10-19,
HD 69830 d,HD 69830 d,,0.26,0.13,inf,0.13,inf,,,,,,197.0,3.0,3.0,,,0.07,0.07,0.07,,,,,,,,Radial Velocity,2006,2010-10-19,
HD 70642 b,HD 70642 b,,2.0,,,,,,,,,,2231.0,400.0,400.0,,,0.1,0.06,0.06,,,,,,,,Radial Velocity,2003,2011-01-01,
HD 7199 b,HD 7199 b,,0.29,0.023,0.023,0.023,0.023,,,,,,615.0,7.0,7.0,,,0.19,0.13,0.13,,,,,,,,Radial Velocity,2011,2011-08-02,
HD 72659 b,HD 72659 b,,3.15,0.14,0.14,0.14,0.14,,,,,,3658.0,32.0,32.0,,,0.22,0.03,0.03,,,,,,,,Radial Velocity,2002,2010-12-20,
HD 72892 b,HD 72892 b,,5.45,0.37,0.37,0.37,0.37,,,,,,39.475,0.004,0.004,,,0.423,0.006,0.006,,,,,,,,Radial Velocity,2016,2016-04-02,
HD 73256 b,HD 73256 b,,1.87,0.49,0.49,0.49,0.49,,,,,,2.54858,0.00016,0.00016,,,0.029,0.02,0.02,,,,,,,,Radial Velocity,2003,2010-12-23,
HD 73267 b,HD 73267 b,,3.06,0.07,0.07,0.07,0.07,,,,,,1260.0,7.0,7.0,,,0.256,0.009,0.009,,,,,,,,Radial Velocity,2008,2014-08-27,
HD 73526 b,HD 73526 b,,2.25,0.12,0.12,0.12,0.12,,,,,,188.9,0.1,0.1,,,0.29,0.03,0.03,,,,,,,,Radial Velocity,2002,2016-01-20,
HD 73526 c,HD 73526 c,,2.25,0.13,0.13,0.13,0.13,,,,,,379.1,0.5,0.5,,,0.28,0.05,0.05,,,,,,,,Radial Velocity,2006,2016-01-20,
HD 73534 b,HD 73534 b,,1.15,,,,,,,,,,1800.0,110.0,110.0,,,0.046,0.08,0.08,,,,,,,,Radial Velocity,2009,2009-08-13,
HD 74156 b,HD 74156 b,,1.778,0.02,0.02,0.02,0.02,,,,,,51.6385,0.0015,0.0015,,,0.638,0.0061,0.0061,,,,,,,,Radial Velocity,2003,2016-01-15,
HD 74156 c,HD 74156 c,,7.997,0.095,0.095,0.095,0.095,,,,,,2448.9,5.5,5.5,,,0.3829,0.008,0.008,,,,,,,,Radial Velocity,2003,2016-01-15,
HD 7449 b,HD 7449 b,,1.11,0.37,0.27,0.37,0.27,,,,,,1275.0,11.0,15.0,,,0.82,0.06,0.06,,,,,,,,Radial Velocity,2011,2014-05-23,
HD 7449 c,HD 7449 c,,2.0,0.54,0.36,0.54,0.36,,,,,,4046.0,366.0,186.0,,,0.53,0.08,0.08,,,,,,,,Radial Velocity,2011,2014-05-23,
HD 75289 b,HD 75289 b,,0.47,,,,,1.03,,,,,3.50928,7.2946e-05,7.2946e-05,,,0.0211,0.0217,0.0211,,,,,,,,Radial Velocity,1999,2015-02-24,
HD 75784 b,HD 75784 b,,1.15,0.3,0.3,0.3,0.3,,,,,,341.7,6.1,6.1,,,0.13,0.1,0.1,,,,,,,,Primary Transit,2014,2016-08-07,
HD 75784 c,HD 75784 c,,5.6,1.2,1.2,1.2,1.2,,,,,,5040.0,3414.0,3414.0,,,0.36,0.16,0.16,,,,,,,,Primary Transit,2015,2016-08-22,
HD 75898 b,HD 75898 b,,2.51,,,,,,,,,,418.2,5.7,5.7,,,0.1,0.05,0.05,,,,,,,,Radial Velocity,2007,2009-10-06,
HD 76700 b,HD 76700 b,,0.23,,,,,0.99,,,,,3.97101,0.000203,0.000203,,,0.0616,0.0426,0.0587,,,,,,,,Radial Velocity,2002,2015-02-25,
HD 77065 b,HD 77065 b,,41.0,2.0,2.0,2.0,2.0,,,,,,119.1135,0.0027,0.0027,,,0.69397,0.00036,0.00036,,,,,,,,Radial Velocity,2016,2016-02-10,
