Primary system name(from OEC_system.csv),star_name(from standardize_EU_Catalogue_System_Data.csv),Right ascension(from OEC_system.csv),Right ascension(from standardize_EU_Catalogue_System_Data.csv),Declination(from OEC_system.csv),Declination(from standardize_EU_Catalogue_System_Data.csv),Distance [parsec](from OEC_system.csv),star_distance(from standardize_EU_Catalogue_System_Data.csv),Distance errorminus(from OEC_system.csv),star_distance_error_min(from standardize_EU_Catalogue_System_Data.csv),Distance errorplus(from OEC_system.csv),star_distance_error_max(from standardize_EU_Catalogue_System_Data.csv),source (xml)(from OEC_system.csv),source (xml)(from standardize_EU_Catalogue_System_Data.csv)
Kepler-718,Kepler-718,19 58 15,,+43 30 13,,,1520.0,,,,,Kepler-718.xml,
Kepler-719,Kepler-719,19 42 09,,+43 53 04,,,1427.0,,,,,Kepler-719.xml,
Kepler-720,Kepler-720,19 54 33,,+44 10 15,,,880.0,,,,,Kepler-720.xml,
Kepler-721,Kepler-721,18 57 43,,+44 28 50,,,848.0,,,,,Kepler-721.xml,
Kepler-722,Kepler-722,19 21 03,,+44 33 23,,,1375.0,,,,,Kepler-722.xml,
Kepler-723,Kepler-723,18 59 19,,+44 39 29,,,965.0,,,,,Kepler-723.xml,
Kepler-724,Kepler-724,19 33 49,,+44 47 34,,,862.0,,,,,Kepler-724.xml,
Kepler-725,Kepler-725,18 55 55,,+44 48 42,,,778.0,,,,,Kepler-725.xml,
Kepler-726,Kepler-726,19 26 52,,+44 53 14,,,838.0,,,,,Kepler-726.xml,
Kepler-727,Kepler-727,19 39 23,,+45 02 04,,,892.0,,,,,Kepler-727.xml,
Kepler-728,Kepler-728,19 24 22,,+45 06 56,,,1236.0,,,,,Kepler-728.xml,
Kepler-729,Kepler-729,19 05 26,,+45 24 51,,,1271.0,,,,,Kepler-729.xml,
Kepler-730,Kepler-730,19 02 13,,+45 34 44,,,1455.0,,,,,Kepler-730.xml,
Kepler-731,Kepler-731,19 45 34,,+45 34 07,,,1311.0,,,,,Kepler-731.xml,
Kepler-732,Kepler-732,18 54 56,,+45 57 32,,,150.0,,,,,Kepler-732.xml,
Kepler-733,Kepler-733,19 32 04,,+45 54 53,,,980.0,,,,,Kepler-733.xml,
Kepler-734,Kepler-734,19 48 11,,+46 01 39,,,553.0,,,,,Kepler-734.xml,
Kepler-735,Kepler-735,18 58 45,,+46 10 20,,,790.0,,,,,Kepler-735.xml,
Kepler-736,Kepler-736,19 01 34,,+46 10 51,,,1007.0,,,,,Kepler-736.xml,
Kepler-737,Kepler-737,19 27 27,,+46 25 45,,,195.0,,,,,Kepler-737.xml,
Kepler-738,Kepler-738,19 10 17,,+46 34 04,,,992.0,,,,,Kepler-738.xml,
Kepler-739,Kepler-739,19 20 16,,+46 34 45,,,1128.0,,,,,Kepler-739.xml,
Kepler-74,Kepler-74,19 32 22,,+41 21 20,,,,,,,,Kepler-74.xml,
Kepler-740,Kepler-740,19 05 56,,+46 41 33,,,1262.0,,,,,Kepler-740.xml,
Kepler-741,Kepler-741,19 17 44,,+46 37 03,,,1530.0,,,,,Kepler-741.xml,
Kepler-742,Kepler-742,18 55 28,,+46 47 23,,,499.0,,,,,Kepler-742.xml,
Kepler-743,Kepler-743,19 42 18,,+42 48 23,,,258.0,,,,,Kepler-743.xml,
Kepler-744,Kepler-744,19 45 59,,+47 10 58,,,486.0,,,,,Kepler-744.xml,
Kepler-745,Kepler-745,19 25 59.9,,+37 03 33,,,1199.0,,,,,Kepler-745.xml,
Kepler-746,Kepler-746,19 22 44,,+37 21 18,,,450.0,,,,,Kepler-746.xml,
Kepler-747,Kepler-747,19 13 40,,+41 01 47,,,855.0,,,,,Kepler-747.xml,
Kepler-748,Kepler-748,19 29 03,,+37 14 13,,,1271.0,,,,,Kepler-748.xml,
Kepler-749,Kepler-749,19 59 35,,+43 54 14,,,753.0,,,,,Kepler-749.xml,
Kepler-75,Kepler-75,19 24 33,,+36 34 39,,,,250,160.0,160,250.0,Kepler-75.xml,
Kepler-750,Kepler-750,19 16 23,,+44 00 16,,,1181.0,,,,,Kepler-750.xml,
Kepler-751,Kepler-751,19 39 23,,+44 04 40,,,748.0,,,,,Kepler-751.xml,
Kepler-752,Kepler-752,19 29 04,,+37 57 20,,,1075.0,,,,,Kepler-752.xml,
Kepler-753,Kepler-753,19 27 37,,+37 54 08,,,278.0,,,,,Kepler-753.xml,
Kepler-754,Kepler-754,19 33 01,,+37 50 46,,,1192.0,,,,,Kepler-754.xml,
Kepler-755,Kepler-755,19 47 27,,+41 05 50,,,368.0,,,,,Kepler-755.xml,
Kepler-756,Kepler-756,19 22 26,,+41 12 04,,,852.0,,,,,Kepler-756.xml,
Kepler-757,Kepler-757,19 46 43,,+41 23 11,,,1016.0,,,,,Kepler-757.xml,
Kepler-758,Kepler-758,19 32 20,,+41 08 08,,,1353.0,,,,,Kepler-758.xml,
Kepler-759,Kepler-759,19 20 32,,+41 22 53,,,892.0,,,,,Kepler-759.xml,
Kepler-76,Kepler-76,19 36 46,,+39 37 08,,,,,,,,Kepler-76.xml,
Kepler-760,Kepler-760,19 10 22,,+44 10 46,,,782.0,,,,,Kepler-760.xml,
Kepler-761,Kepler-761,19 22 01,,+44 08 37,,,867.0,,,,,Kepler-761.xml,
Kepler-762,Kepler-762,19 25 06,,+47 19 46,,,1465.0,,,,,Kepler-762.xml,
Kepler-763,Kepler-763,19 28 35,,+47 09 26,,,902.0,,,,,Kepler-763.xml,
Kepler-764,Kepler-764,19 49 34,,+47 09 53,,,1013.0,,,,,Kepler-764.xml,
Kepler-765,Kepler-765,18 52 44,,+47 09 20,,,1000.0,,,,,Kepler-765.xml,
Kepler-766,Kepler-766,19 32 44,,+37 58 11,,,1614.0,,,,,Kepler-766.xml,
Kepler-767,Kepler-767,19 26 19,,+38 02 09,,,1185.0,,,,,Kepler-767.xml,
Kepler-768,Kepler-768,19 36 28,,+38 23 37,,,795.0,,,,,Kepler-768.xml,
Kepler-769,Kepler-769,19 30 51,,+38 21 30,,,1362.0,,,,,Kepler-769.xml,
Kepler-77,Kepler-77,19 18 25,,+44 20 44,,,,,,,,Kepler-77.xml,
Kepler-770,Kepler-770,19 05 58,,+38 22 30,,,761.0,,,,,Kepler-770.xml,
Kepler-771,Kepler-771,19 09 47,,+38 05 18,,,1000.0,,,,,Kepler-771.xml,
Kepler-772,Kepler-772,19 25 42,,+38 12 60,,,689.0,,,,,Kepler-772.xml,
Kepler-773,Kepler-773,19 23 32,,+38 03 27,,,528.0,,,,,Kepler-773.xml,
Kepler-774,Kepler-774,19 24 08,,+38 12 43,,,1190.0,,,,,Kepler-774.xml,
Kepler-775,Kepler-775,19 25 44,,+41 42 12,,,400.0,,,,,Kepler-775.xml,
Kepler-776,Kepler-776,19 09 05,,+41 38 08,,,727.0,,,,,Kepler-776.xml,
Kepler-777,Kepler-777,18 50 54,,+44 20 47,,,383.0,,,,,Kepler-777.xml,
Kepler-778,Kepler-778,19 09 55,,+44 14 15,,,899.0,,,,,Kepler-778.xml,
Kepler-779,Kepler-779,19 02 31,,+44 18 39,,,224.0,,,,,Kepler-779.xml,
Kepler-780,Kepler-78,18 47 04,,+44 17 33,,,,,,,,Kepler-780.xml,
Kepler-780,Kepler-780,18 47 04,,+44 17 33,,,520.0,,,,,Kepler-780.xml,
Kepler-781,Kepler-781,19 10 37,,+47 24 53,,,1036.0,,,,,Kepler-781.xml,
Kepler-782,Kepler-782,19 15 28,,+47 45 34,,,412.0,,,,,Kepler-782.xml,
Kepler-783,Kepler-783,19 24 15,,+47 29 05,,,544.0,,,,,Kepler-783.xml,
Kepler-784,Kepler-784,19 43 41,,+47 26 55,,,604.0,,,,,Kepler-784.xml,
Kepler-785,Kepler-785,19 28 16,,+38 50 32,,,666.0,,,,,Kepler-785.xml,
Kepler-786,Kepler-786,19 34 59,,+38 56 21,,,512.0,,,,,Kepler-786.xml,
Kepler-787,Kepler-787,19 26 46,,+38 34 22,,,468.0,,,,,Kepler-787.xml,
Kepler-788,Kepler-788,19 20 00,,+38 32 24,,,1649.0,,,,,Kepler-788.xml,
Kepler-789,Kepler-789,19 43 54,,+38 56 48,,,915.0,,,,,Kepler-789.xml,
Kepler-79,Kepler-79,20 02 04.114,,+44 22 53.44,,1100.38,,,,,,Kepler-79.xml,
Kepler-790,Kepler-790,19 07 40,,+38 52 20,,,727.0,,,,,Kepler-790.xml,
Kepler-791,Kepler-791,19 34 23,,+39 01 46,,,1447.0,,,,,Kepler-791.xml,
Kepler-792,Kepler-792,19 28 02,,+38 49 15,,,1205.0,,,,,Kepler-792.xml,
Kepler-793,Kepler-793,19 40 52,,+38 46 28,,,794.0,,,,,Kepler-793.xml,
Kepler-794,Kepler-794,19 12 32,,+38 59 49,,,763.0,,,,,Kepler-794.xml,
Kepler-795,Kepler-795,19 24 05,,+38 32 44,,,458.0,,,,,Kepler-795.xml,
Kepler-796,Kepler-796,19 09 14,,+39 08 41,,,377.0,,,,,Kepler-796.xml,
Kepler-797,Kepler-797,19 48 50,,+41 46 54,,,752.0,,,,,Kepler-797.xml,
Kepler-798,Kepler-798,19 29 55,,+42 08 32,,,1085.0,,,,,Kepler-798.xml,
Kepler-799,Kepler-799,19 08 42,,+44 52 43,,,1029.0,,,,,Kepler-799.xml,
Kepler-8,Kepler-8,18 45 09,,+42 27 04,,,,,,,,Kepler-8.xml,
Kepler-80,Kepler-80,19 44 27,,+39 58 43,,418.17,,,,,,Kepler-80.xml,
Kepler-800,Kepler-800,19 06 18,,+44 47 43,,,1049.0,,,,,Kepler-800.xml,
Kepler-801,Kepler-801,19 04 18,,+44 39 53,,,419.0,,,,,Kepler-801.xml,
Kepler-802,Kepler-802,19 04 04,,+45 00 28,,,828.0,,,,,Kepler-802.xml,
Kepler-803,Kepler-803,19 56 53,,+44 41 38,,,615.0,,,,,Kepler-803.xml,
Kepler-804,Kepler-804,19 33 29,,+44 47 06,,,648.0,,,,,Kepler-804.xml,
Kepler-805,Kepler-805,19 32 55,,+45 03 12,,,657.0,,,,,Kepler-805.xml,
Kepler-806,Kepler-806,19 44 02,,+44 51 12,,,260.0,,,,,Kepler-806.xml,
Kepler-807,Kepler-807,19 16 05,,+48 07 11,,,1312.0,,,,,Kepler-807.xml,
Kepler-808,Kepler-808,19 26 23,,+48 26 44,,,321.0,,,,,Kepler-808.xml,
Kepler-809,Kepler-809,19 16 20,,+48 01 05,,,933.0,,,,,Kepler-809.xml,
Kepler-81,Kepler-81,19 34 32,,+42 49 29,,410.38,,,,,,Kepler-81.xml,
Kepler-810,Kepler-810,19 46 28,,+48 04 58,,,1554.0,,,,,Kepler-810.xml,
Kepler-811,Kepler-811,19 01 42,,+47 50 05,,,847.0,,,,,Kepler-811.xml,
Kepler-812,Kepler-812,19 15 25,,+48 12 31,,,1482.0,,,,,Kepler-812.xml,
Kepler-813,Kepler-813,19 02 39,,+48 26 07,,,840.0,,,,,Kepler-813.xml,
Kepler-814,Kepler-814,18 59 39,,+48 25 54,,,1327.0,,,,,Kepler-814.xml,
Kepler-815,Kepler-815,19 00 53,,+47 52 53,,,1199.0,,,,,Kepler-815.xml,
Kepler-816,Kepler-816,19 33 27,,+39 12 45,,,1059.0,,,,,Kepler-816.xml,
Kepler-817,Kepler-817,19 44 20,,+39 09 42,,,1401.0,,,,,Kepler-817.xml,
Kepler-818,Kepler-818,19 44 56,,+39 22 13,,,967.0,,,,,Kepler-818.xml,
Kepler-819,Kepler-819,19 41 29,,+39 10 38,,,722.0,,,,,Kepler-819.xml,
Kepler-82,Kepler-82,19 31 29,,+42 57 58,,1011.01,,,,,,Kepler-82.xml,
Kepler-820,Kepler-820,19 24 05,,+39 13 14,,,989.0,,,,,Kepler-820.xml,
Kepler-821,Kepler-821,19 02 28,,+39 22 46,,,619.0,,,,,Kepler-821.xml,
Kepler-822,Kepler-822,19 29 06,,+39 33 01,,,956.0,,,,,Kepler-822.xml,
Kepler-823,Kepler-823,18 58 20,,+39 13 13,,,896.0,,,,,Kepler-823.xml,
Kepler-824,Kepler-824,19 21 55,,+39 43 55,,,1352.0,,,,,Kepler-824.xml,
Kepler-825,Kepler-825,19 39 05,,+39 23 55,,,820.0,,,,,Kepler-825.xml,
Kepler-826,Kepler-826,18 59 26,,+39 14 26,,,649.0,,,,,Kepler-826.xml,
Kepler-827,Kepler-827,19 39 52,,+42 42 31,,,1352.0,,,,,Kepler-827.xml,
Kepler-828,Kepler-828,19 07 33,,+42 28 17,,,625.0,,,,,Kepler-828.xml,
Kepler-829,Kepler-829,18 49 20,,+42 27 50,,,954.0,,,,,Kepler-829.xml,
Kepler-83,Kepler-83,18 48 55,,+43 39 56,,619.67,,,,,,Kepler-83.xml,
Kepler-830,Kepler-830,19 40 13,,+42 45 25,,,1122.0,,,,,Kepler-830.xml,
Kepler-831,Kepler-831,19 39 57,,+42 43 40,,,577.0,,,,,Kepler-831.xml,
Kepler-832,Kepler-832,19 43 42,,+45 23 02,,,1346.0,,,,,Kepler-832.xml,
Kepler-833,Kepler-833,19 21 55,,+45 36 03,,,421.0,,,,,Kepler-833.xml,
Kepler-834,Kepler-834,19 08 13,,+45 10 49,,,620.0,,,,,Kepler-834.xml,
Kepler-835,Kepler-835,18 54 18,,+45 44 05,,,2011.0,,,,,Kepler-835.xml,
Kepler-836,Kepler-836,19 09 49,,+45 42 16,,,1003.0,,,,,Kepler-836.xml,
Kepler-837,Kepler-837,19 00 59,,+45 57 01,,,846.0,,,,,Kepler-837.xml,
Kepler-838,Kepler-838,19 01 45,,+45 58 34,,,1210.0,,,,,Kepler-838.xml,
Kepler-839,Kepler-839,19 24 18,,+45 14 33,,,833.0,,,,,Kepler-839.xml,
Kepler-84,Kepler-84,19 53 00,,+40 29 45,,1287.77,,,,,,Kepler-84.xml,
Kepler-840,Kepler-840,19 46 02,,+49 27 26,,,778.0,,,,,Kepler-840.xml,
Kepler-841,Kepler-841,18 57 00,,+48 48 35,,,1052.0,,,,,Kepler-841.xml,
Kepler-842,Kepler-842,19 29 19,,+49 39 13,,,552.0,,,,,Kepler-842.xml,
Kepler-843,Kepler-843,19 45 17,,+48 58 17,,,1247.0,,,,,Kepler-843.xml,
Kepler-844,Kepler-844,19 11 26,,+48 46 27,,,394.0,,,,,Kepler-844.xml,
Kepler-845,Kepler-845,19 23 50,,+49 12 14,,,471.0,,,,,Kepler-845.xml,
Kepler-846,Kepler-846,19 08 14,,+49 02 46,,,1233.0,,,,,Kepler-846.xml,
Kepler-847,Kepler-847,18 54 01,,+49 27 04,,,529.0,,,,,Kepler-847.xml,
Kepler-848,Kepler-848,19 33 09,,+48 48 42,,,797.0,,,,,Kepler-848.xml,
Kepler-849,Kepler-849,19 23 24,,+48 31 17,,,747.0,,,,,Kepler-849.xml,
Kepler-85,Kepler-85,19 23 53,,+45 17 25,,804.74,,,,,,Kepler-85.xml,
Kepler-850,Kepler-850,19 32 20,,+48 34 31,,,1535.0,,,,,Kepler-850.xml,
Kepler-851,Kepler-851,19 38 43,,+49 08 25,,,869.0,,,,,Kepler-851.xml,
Kepler-852,Kepler-852,19 49 34,,+48 33 38,,,854.0,,,,,Kepler-852.xml,
Kepler-853,Kepler-853,18 55 45,,+49 06 37,,,610.0,,,,,Kepler-853.xml,
Kepler-854,Kepler-854,19 33 24,,+43 08 05,,,741.0,,,,,Kepler-854.xml,
Kepler-855,Kepler-855,19 40 23,,+43 32 15,,,1043.0,,,,,Kepler-855.xml,
Kepler-856,Kepler-856,19 18 25,,+46 18 54,,,1175.0,,,,,Kepler-856.xml,
Kepler-857,Kepler-857,19 38 32,,+43 24 02,,,1039.0,,,,,Kepler-857.xml,
Kepler-858,Kepler-858,19 15 24,,+51 12 33,,,296.0,,,,,Kepler-858.xml,
Kepler-859,Kepler-859,19 06 58,,+43 11 24,,,915.0,,,,,Kepler-859.xml,
Kepler-860,Kepler-860,19 42 19,,+46 15 17,,,1295.0,,,,,Kepler-860.xml,
Kepler-861,Kepler-861,19 29 25,,+46 13 35,,,806.0,,,,,Kepler-861.xml,
Kepler-862,Kepler-862,19 51 07,,+46 29 34,,,806.0,,,,,Kepler-862.xml,
Kepler-863,Kepler-863,19 50 39,,+43 14 56,,,1145.0,,,,,Kepler-863.xml,
Kepler-864,Kepler-864,19 00 14,,+46 19 14,,,1573.0,,,,,Kepler-864.xml,
Kepler-865,Kepler-865,19 50 54,,+43 31 39,,,664.0,,,,,Kepler-865.xml,
Kepler-866,Kepler-866,19 20 29,,+43 05 08,,,690.0,,,,,Kepler-866.xml,
Kepler-867,Kepler-867,19 09 08,,+51 14 60,,,824.0,,,,,Kepler-867.xml,
Kepler-868,Kepler-868,18 49 27,,+46 40 31,,,1269.0,,,,,Kepler-868.xml,
Kepler-869,Kepler-869,19 17 42,,+50 59 39,,,957.0,,,,,Kepler-869.xml,
Kepler-870,Kepler-870,19 41 37,,+50 28 43,,,1231.0,,,,,Kepler-870.xml,
Kepler-871,Kepler-871,19 38 07,,+43 22 05,,,1695.0,,,,,Kepler-871.xml,
Kepler-872,Kepler-872,19 41 40,,+43 36 20,,,1114.0,,,,,Kepler-872.xml,
Kepler-873,Kepler-873,19 45 37,,+51 16 17,,,1397.0,,,,,Kepler-873.xml,
Kepler-874,Kepler-874,19 39 50,,+43 00 52,,,1072.0,,,,,Kepler-874.xml,
Kepler-875,Kepler-875,19 49 12,,+43 08 31,,,1244.0,,,,,Kepler-875.xml,
Kepler-876,Kepler-876,18 53 55,,+43 23 02,,,735.0,,,,,Kepler-876.xml,
Kepler-877,Kepler-877,19 19 26,,+46 31 22,,,572.0,,,,,Kepler-877.xml,
Kepler-878,Kepler-878,19 01 11,,+46 36 12,,,567.0,,,,,Kepler-878.xml,
Kepler-879,Kepler-879,19 43 14,,+50 54 35,,,772.0,,,,,Kepler-879.xml,
Kepler-880,Kepler-88,18 47 53,,+43 40 22,,,385.0,,20.0,,16.0,Kepler-880.xml,
Kepler-880,Kepler-880,18 47 53,,+43 40 22,,,673.0,,,,,Kepler-880.xml,
Kepler-881,Kepler-881,19 15 58,,+46 40 15,,,1364.0,,,,,Kepler-881.xml,
Kepler-882,Kepler-882,19 38 36,,+43 20 08,,,525.0,,,,,Kepler-882.xml,
Kepler-883,Kepler-883,19 05 44,,+50 18 01,,,549.0,,,,,Kepler-883.xml,
Kepler-884,Kepler-884,19 30 20,,+49 55 23,,,420.0,,,,,Kepler-884.xml,
Kepler-885,Kepler-885,19 14 39,,+49 44 14,,,632.0,,,,,Kepler-885.xml,
Kepler-886,Kepler-886,19 05 05,,+43 35 43,,,857.0,,,,,Kepler-886.xml,
Kepler-887,Kepler-887,19 20 22,,+39 49 01,,,831.0,,,,,Kepler-887.xml,
Kepler-888,Kepler-888,19 42 05,,+49 44 19,,,413.0,,,,,Kepler-888.xml,
Kepler-889,Kepler-889,19 25 52,,+50 45 34,,,513.0,,,,,Kepler-889.xml,
Kepler-257,KOI-94,19 49 15,,+46 01 23,,1167.03,,,,,,Kepler-257.xml,
Kepler-890,Kepler-890,19 13 45,,+43 45 49,,,1387.0,,,,,Kepler-890.xml,
Kepler-891,Kepler-891,19 24 20,,+40 21 19,,,1372.0,,,,,Kepler-891.xml,
Kepler-892,Kepler-892,18 52 31,,+43 53 18,,,640.0,,,,,Kepler-892.xml,
Kepler-893,Kepler-893,18 59 51,,+43 54 47,,,1216.0,,,,,Kepler-893.xml,
Kepler-894,Kepler-894,19 14 56,,+46 56 22,,,1090.0,,,,,Kepler-894.xml,
Kepler-895,Kepler-895,19 17 10,,+51 24 32,,,516.0,,,,,Kepler-895.xml,
Kepler-896,Kepler-896,18 49 45,,+43 44 04,,,896.0,,,,,Kepler-896.xml,
Kepler-897,Kepler-897,19 22 21,,+51 41 45,,,1147.0,,,,,Kepler-897.xml,
Kepler-898,Kepler-898,19 06 20,,+46 52 15,,,479.0,,,,,Kepler-898.xml,
Kepler-899,Kepler-899,19 49 56,,+40 40 51,,,1038.0,,,,,Kepler-899.xml,
Kepler-9,Kepler-9,19 02 17,,+38 24 03,,650,,,,,,Kepler-9.xml,
Kepler-90,Kepler-90,18 57 44,,+49 18 19,,834.52,,,,,,Kepler-90.xml,
Kepler-900,Kepler-900,19 44 43,,+46 59 56,,,505.0,,,,,Kepler-900.xml,
Kepler-901,Kepler-901,19 24 37,,+40 53 15,,,241.0,,,,,Kepler-901.xml,
Kepler-902,Kepler-902,19 18 56,,+46 57 14,,,904.0,,,,,Kepler-902.xml,
Kepler-903,Kepler-903,19 15 05,,+40 39 51,,,829.0,,,,,Kepler-903.xml,
Kepler-904,Kepler-904,19 15 17,,+40 23 21,,,1151.0,,,,,Kepler-904.xml,
Kepler-905,Kepler-905,19 20 12,,+46 42 48,,,521.0,,,,,Kepler-905.xml,
Kepler-906,Kepler-906,19 25 37,,+40 07 32,,,758.0,,,,,Kepler-906.xml,
Kepler-907,Kepler-907,19 01 54,,+41 37 58,,,352.0,,,,,Kepler-907.xml,
Kepler-908,Kepler-908,19 41 17,,+39 22 35,,,250.0,,,,,Kepler-908.xml,
Kepler-909,Kepler-909,19 18 02,,+45 22 16,,,318.0,,,,,Kepler-909.xml,
Kepler-91,Kepler-91,19 02 41,,+44 07 00,,,,,,,,Kepler-91.xml,
Kepler-910,Kepler-910,19 44 11,,+42 44 35,,,402.0,,,,,Kepler-910.xml,
Kepler-911,Kepler-911,19 54 21,,+40 45 02,,,567.0,,,,,Kepler-911.xml,
Kepler-912,Kepler-912,19 52 27,,+41 45 30,,,1265.0,,,,,Kepler-912.xml,
Kepler-913,Kepler-913,19 50 20,,+41 57 09,,,597.0,,,,,Kepler-913.xml,
Kepler-914,Kepler-914,19 21 39,,+44 53 58,,,678.0,,,,,Kepler-914.xml,
Kepler-915,Kepler-915,19 22 22,,+45 44 14,,,806.0,,,,,Kepler-915.xml,
Kepler-916,Kepler-916,19 23 56,,+45 58 24,,,769.0,,,,,Kepler-916.xml,
Kepler-917,Kepler-917,19 56 12,,+47 56 57,,,1027.0,,,,,Kepler-917.xml,
Kepler-918,Kepler-918,19 52 48,,+48 16 04,,,1245.0,,,,,Kepler-918.xml,
Kepler-919,Kepler-919,19 52 28,,+48 29 40,,,1219.0,,,,,Kepler-919.xml,
Kepler-920,Kepler-92,18 57 11,,+49 09 31,,,448.57,,13.82,,13.82,Kepler-920.xml,
Kepler-920,Kepler-920,18 57 11,,+49 09 31,,,926.0,,,,,Kepler-920.xml,
Kepler-921,Kepler-921,18 58 28,,+49 11 27,,,847.0,,,,,Kepler-921.xml,
Kepler-922,Kepler-922,18 58 56,,+49 31 60,,,558.0,,,,,Kepler-922.xml,
Kepler-923,Kepler-923,19 36 41,,+40 03 19,,,966.0,,,,,Kepler-923.xml,
Kepler-924,Kepler-924,19 22 40,,+40 23 52,,,995.0,,,,,Kepler-924.xml,
Kepler-925,Kepler-925,19 20 26,,+40 29 26,,,623.0,,,,,Kepler-925.xml,
Kepler-926,Kepler-926,19 18 43,,+40 42 02,,,771.0,,,,,Kepler-926.xml,
Kepler-927,Kepler-927,19 17 32,,+41 23 34,,,879.0,,,,,Kepler-927.xml,
Kepler-928,Kepler-928,19 19 41,,+41 32 34,,,532.0,,,,,Kepler-928.xml,
Kepler-929,Kepler-929,19 53 55,,+41 36 55,,,820.0,,,,,Kepler-929.xml,
Kepler-93,Kepler-93,19 25 40.3888,,+38 40 20.450,,96.7,,,,,,Kepler-93.xml,
Kepler-930,Kepler-930,19 53 15,,+42 14 51,,,905.0,,,,,Kepler-930.xml,
Kepler-931,Kepler-931,19 48 32,,+42 46 06,,,490.0,,,,,Kepler-931.xml,
Kepler-932,Kepler-932,19 47 48,,+43 16 19,,,478.0,,,,,Kepler-932.xml,
Kepler-933,Kepler-933,19 18 16,,+43 32 19,,,922.0,,,,,Kepler-933.xml,
Kepler-934,Kepler-934,19 21 09,,+43 45 19,,,603.0,,,,,Kepler-934.xml,
Kepler-935,Kepler-935,19 40 05,,+46 37 09,,,482.0,,,,,Kepler-935.xml,
Kepler-936,Kepler-936,19 34 19,,+46 44 11,,,687.0,,,,,Kepler-936.xml,
Kepler-937,Kepler-937,19 36 41,,+46 42 53,,,1482.0,,,,,Kepler-937.xml,
Kepler-938,Kepler-938,19 39 09,,+46 59 02,,,861.0,,,,,Kepler-938.xml,
Kepler-939,Kepler-939,19 35 28,,+47 01 37,,,1029.0,,,,,Kepler-939.xml,
Kepler-94,Kepler-94,18 44 47,,+47 29 49,,223.0,,,,,,Kepler-94.xml,
Kepler-940,Kepler-940,19 36 58,,+47 16 34,,,1317.0,,,,,Kepler-940.xml,
Kepler-941,Kepler-941,19 37 18,,+47 13 03,,,1105.0,,,,,Kepler-941.xml,
Kepler-942,Kepler-942,19 39 49,,+44 08 59,,,218.0,,,,,Kepler-942.xml,
Kepler-944,Kepler-944,19 34 24,,+42 22 47,,,1035.0,,,,,Kepler-944.xml,
Kepler-945,Kepler-945,19 25 05,,+42 05 46,,,1543.0,,,,,Kepler-945.xml,
Kepler-946,Kepler-946,20 03 43,,+44 01 44,,,918.0,,,,,Kepler-946.xml,
Kepler-947,Kepler-947,19 37 28,,+42 15 10,,,1188.0,,,,,Kepler-947.xml,
Kepler-948,Kepler-948,19 33 12,,+41 31 24,,,884.0,,,,,Kepler-948.xml,
Kepler-949,Kepler-949,19 54 26,,+46 27 13,,,572.0,,,,,Kepler-949.xml,
Kepler-95,Kepler-95,18 57 56,,+44 23 52,,456.3,,,,,,Kepler-95.xml,
Kepler-950,Kepler-950,19 11 50,,+41 07 49,,,1489.0,,,,,Kepler-950.xml,
Kepler-951,Kepler-951,19 10 57,,+38 06 52,,,408.0,,,,,Kepler-951.xml,
Kepler-952,Kepler-952,19 01 29,,+41 59 38,,,1167.0,,,,,Kepler-952.xml,
Kepler-954,Kepler-954,19 43 26,,+47 56 22,,,224.0,,,,,Kepler-954.xml,
Kepler-955,Kepler-955,19 13 53,,+40 16 11,,,637.0,,,,,Kepler-955.xml,
Kepler-956,Kepler-956,19 30 07,,+49 03 42,,,631.0,,,,,Kepler-956.xml,
Kepler-957,Kepler-957,19 20 38,,+48 49 08,,,749.0,,,,,Kepler-957.xml,
Kepler-958,Kepler-958,19 09 02,,+46 04 00,,,467.0,,,,,Kepler-958.xml,
Kepler-959,Kepler-959,19 28 41,,+40 48 41,,,1003.0,,,,,Kepler-959.xml,
Kepler-96,Kepler-96,19 48 17,,+40 31 30,,128.0,,,,,,Kepler-96.xml,
Kepler-960,Kepler-960,18 45 50,,+46 44 47,,,298.0,,,,,Kepler-960.xml,
Kepler-961,Kepler-961,18 48 09,,+43 37 53,,,607.0,,,,,Kepler-961.xml,
Kepler-962,Kepler-962,19 41 15,,+46 14 15,,,439.0,,,,,Kepler-962.xml,
Kepler-963,Kepler-963,19 47 01,,+45 02 28,,,786.0,,,,,Kepler-963.xml,
Kepler-964,Kepler-964,19 41 12,,+40 33 24,,,478.0,,,,,Kepler-964.xml,
Kepler-965,Kepler-965,19 54 04,,+41 53 28,,,618.0,,,,,Kepler-965.xml,
Kepler-966,Kepler-966,19 49 05,,+50 07 19,,,773.0,,,,,Kepler-966.xml,
Kepler-967,Kepler-967,19 06 14,,+38 24 19,,,499.0,,,,,Kepler-967.xml,
Kepler-968,Kepler-968,19 02 25,,+50 06 43,,,312.0,,,,,Kepler-968.xml,
Kepler-969,Kepler-969,19 13 29,,+47 56 01,,,411.0,,,,,Kepler-969.xml,
Kepler-970,Kepler-970,19 18 30,,+40 42 31,,,350.0,,,,,Kepler-970.xml,
Kepler-971,Kepler-971,18 56 23,,+41 10 58,,,345.0,,,,,Kepler-971.xml,
Kepler-972,Kepler-972,19 43 19,,+43 25 32,,,1304.0,,,,,Kepler-972.xml,
Kepler-973,Kepler-973,19 20 40,,+49 55 26,,,297.0,,,,,Kepler-973.xml,
