Primary star name(from standardize_OEC_star.csv),pl_hostname(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun](from standardize_OEC_star.csv),st_mass(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorminus(from standardize_OEC_star.csv),st_masserr2(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorplus(from standardize_OEC_star.csv),st_masserr1(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun](from standardize_OEC_star.csv),st_rad(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorminus(from standardize_OEC_star.csv),st_raderr2(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorplus(from standardize_OEC_star.csv),st_raderr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr](from standardize_OEC_star.csv),st_age(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorminus(from standardize_OEC_star.csv),st_ageerr2(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorplus(from standardize_OEC_star.csv),st_ageerr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] lowerlimit(from standardize_OEC_star.csv),Age [Gyr] lowerlimit(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] upperlimit(from standardize_OEC_star.csv),Age [Gyr] upperlimit(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H](from standardize_OEC_star.csv),st_metfe(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorminus(from standardize_OEC_star.csv),st_metfeerr2(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorplus(from standardize_OEC_star.csv),st_metfeerr1(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K](from standardize_OEC_star.csv),st_teff(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorminus(from standardize_OEC_star.csv),st_tefferr2(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorplus(from standardize_OEC_star.csv),st_tefferr1(from standardize_NASA_Catalogue_Star_Data.csv),Spectral type(from standardize_OEC_star.csv),Spectral type(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude(from standardize_OEC_star.csv),st_optmag(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorminus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorplus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),source (xml)(from standardize_OEC_star.csv),source (xml)(from standardize_NASA_Catalogue_Star_Data.csv)
HAT-P-29,HAT-P-29,1.207,1.21,,0.05,,0.05,1.224,1.22,,0.07,,0.13,,2.200,,1.000,,1.000,,,,,,,,0.080,,0.080,,,,88.00,,88.00,f8,,11.83,11.900,0.16,,0.16,,HAT-P-29.xml,
HAT-P-30 A,HAT-P-30,1.242,1.24,0.041,0.04,0.041,0.04,1.215,1.22,0.051,0.05,0.051,0.05,,,,,,,,,,,,,,,,,,,,,,,f,,10.35,10.419,0.05,,0.05,,HAT-P-30.xml,
HAT-P-31,HAT-P-31,1.218,1.22,,,,0.09,,,,,,0.27,,,,,,,,,,,0.15,,,,,,,,,,,100.00,f,,11.67,11.660,0.11,,0.11,,HAT-P-31.xml,
HAT-P-32 A,HAT-P-32,1.176,,,,,,1.387,1.22,,0.02,,0.02,,,,,,,,,,,-0.16,-0.040,,0.080,,0.080,6207,6269.00,88,64.00,88,64.00,f/g,,11.44,11.289,0.12,,0.12,,HAT-P-32.xml,
HAT-P-33 A,HAT-P-33,1.403,1.38,,,,0.04,1.777,1.64,,,,0.03,,,,,,,,,,,0.05,,,,,,,,88,,,,f,,11.03,11.188,0.11,,0.11,,HAT-P-33.xml,
HAT-P-34,HAT-P-34,1.392,1.39,,,,0.05,1.535,1.53,,,,0.14,,,,,,,,,,,0.22,,,,,,,,,,,88.00,f8,,10.40,,0.05,,0.05,,HAT-P-34.xml,
Kepler-115,Kepler-115,1.0400,1.00,0.1100,,0.1100,,1.205,1.21,,,,,,,,,,,,,,,,-0.081,,,,,,,32,132.00,,,,,,13.431,,,,,Kepler-115.xml,
Kepler-116,Kepler-116,1.2060,1.16,0.0680,,0.0680,,1.454,1.45,.273,0.27,0.273,0.27,,,,,,,,,,,,-0.064,,,,,,,,,,,,,,13.717,,,,,Kepler-116.xml,
Kepler-117,Kepler-117,1.129,1.13,0.023,0.02,,,1.606,1.61,0.049,0.05,0.049,0.05,,,,,,,,,,,,,,,,,,,,,,,,,14.29,14.274,0.018,,0.018,,Kepler-117.xml,
Kepler-118,Kepler-118,0.7700,0.86,0.1300,,0.1300,,1.094,1.09,.489,0.49,0.489,0.49,,,,,,,,,,,,0.180,,,,,,,,,,,,,,14.711,,,,,Kepler-118.xml,
Kepler-119,Kepler-119,0.9180,,0.0340,,0.0340,,0.839,0.84,.319,0.32,0.319,0.32,,,,,,,,,,,,-0.083,,,,,,,,,,,,,,14.236,,,,,Kepler-119.xml,
Kepler-120,Kepler-120,0.6540,,0.0140,,0.0140,,0.534,0.53,.028,0.03,0.028,0.03,,,,,,,,,,,,-0.449,,,,,,,50,150.00,,,,,,14.735,,,,,Kepler-120.xml,
Kepler-121,Kepler-121,0.8590,,0.0360,,0.0360,,0.701,0.70,,,,,,,,,,,,,,,,-0.380,,,,,,,,,,,,,,14.708,,,,,Kepler-121.xml,
Kepler-122,Kepler-122,1.0700,0.99,0.1000,,0.1000,,1.216,1.22,0.239,0.24,0.239,0.24,,,,,,,,,,,,-0.202,,,,,,,37,137.00,,,,,,14.247,,,,,Kepler-122.xml,
Kepler-123,Kepler-123,,1.03,,,,,1.264,1.26,.243,0.24,0.243,0.24,,,,,,,,,,,,-0.199,,,,,,,21,121.00,,,,,,14.061,,,,,Kepler-123.xml,
Kepler-124,Kepler-124,0.8410,,0.0270,,0.0270,,0.636,0.64,,,,,,,,,,,,,,,,-0.535,,,,,,,,,,,,,,14.139,,,,,Kepler-124.xml,
Kepler-192,Kepler-192,0.9050,,0.0350,,0.0350,,1.007,1.01,.164,0.16,0.164,0.16,,,,,,,,,,,,-0.153,,,,,,,,,,,,,,14.129,,,,,Kepler-192.xml,
Kepler-193,Kepler-193,1.1390,,0.0860,,0.0860,,1.147,1.15,.515,0.52,0.515,0.52,,,,,,,,,,,,-0.011,,,,,,,,,,,,,,14.615,,,,,Kepler-193.xml,
Kepler-194,Kepler-194,1.0530,,0.0920,,0.0920,,1.025,1.02,.537,0.54,0.537,0.54,,,,,,,,,,,,-0.298,,,,,,,,,,,,,,14.915,,,,,Kepler-194.xml,
Kepler-195,Kepler-195,0.8430,,0.0460,,0.0460,,0.775,0.78,.284,0.28,0.284,0.28,,,,,,,,,,,,-0.052,,,,,,,,,,,,,,14.813,,,,,Kepler-195.xml,
Kepler-196,Kepler-196,,,,,,,0.782,0.78,.056,0.06,0.056,0.06,,,,,,,,,,,,0.071,,,,,,,,,,,,,,14.157,,,,,Kepler-196.xml,
Kepler-197,Kepler-197,0.8640,,0.0350,,0.0350,,,,0.033,0.03,0.033,0.03,,,,,,,,,,,,-0.533,,,,,,,,,,,,,11.78,11.811,0.17,,0.17,,Kepler-197.xml,
Kepler-198,Kepler-198,0.9580,0.93,0.0450,,0.0450,,,,.139,0.14,0.139,0.14,,,,,,,,,,,,-0.140,,,,,,,,,,,,,,13.597,,,,,Kepler-198.xml,
Kepler-199,Kepler-199,1.0030,,0.0810,,0.0810,,0.967,0.97,.173,0.17,0.173,0.17,,,,,,,,,,,,-0.157,,,,,,,17,117.00,,,,,,13.595,,,,,Kepler-199.xml,
Kepler-200,Kepler-200,1.0420,,0.0990,,0.0990,,0.944,0.94,.158,0.16,0.158,0.16,,,,,,,,,,,,-0.118,,,,,,,,,,,,,,13.984,,,,,Kepler-200.xml,
Kepler-201,Kepler-201,1.1770,1.17,0.0510,,0.0510,,1.229,1.23,,,,,,,,,,,,,,,,-0.279,,,,,,,17,117.00,,,,,,13.004,,,,,Kepler-201.xml,
Kepler-203,Kepler-203,1.0100,0.98,0.1500,,0.1500,,1.114,1.11,.213,0.21,0.213,0.21,,,,,,,,,,,,-0.107,,,,,,,,,,,,,,13.989,,,,,Kepler-203.xml,
Kepler-204,Kepler-204,1.0500,0.96,0.1300,,0.1300,,1.238,1.24,.263,0.26,0.263,0.26,,,,,,,,,,,,-0.213,,,,,,,,,,,,,,13.909,,,,,Kepler-204.xml,
Kepler-205,Kepler-205,0.5920,,0.0140,,0.0140,,0.546,0.55,.022,0.02,0.022,0.02,,,,,,,,,,,,-0.149,,,,,,,,,,,,,,13.506,,,,,Kepler-205.xml,
Kepler-206,Kepler-206,1.0210,0.94,0.0980,,0.0980,,1.185,1.19,.228,0.23,0.228,0.23,,,,,,,,,,,,-0.149,,,,,,,,,,,,,,13.484,,,,,Kepler-206.xml,
HD 65216,HD 65216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g5v,,7.98,7.964,,0.011,,0.011,HD 65216.xml,
HD 66141,HD 66141,,,,0.10,,0.10,22,21.40,,0.60,,0.60,,6.840,,1.390,,1.390,,,,,-0.36,-0.323,,0.034,,0.034,4305,4323.00,,15.00,,15.00,k2iii,,4.39,4.380,,,,,HD 66141.xml,
HD 66428,HD 66428,1.061,1.10,0.063,,0.063,,0.980,,0.034,,0.034,,,,,,,,,,,,,,0.030,,0.030,,,,44,,44,,g5,,8.26,8.258,0.01,0.013,0.01,0.013,HD 66428.xml,
HD 67087,HD 67087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8v,,8.04,8.050,0.01,,0.01,,HD 67087.xml,
HD 68988,HD 68988,1.2,1.18,,,,,1.14,,,,,,,,,,,,,,,,0.24,0.324,,,,,5767.0,5960.00,,,,,g0,,8.21,8.200,,,,,HD 68988.xml,
HD 69830,HD 69830,,,,0.03,,0.03,0.895,,,,,,,7.000,,3.000,,3.000,,,,,,,,0.020,,0.020,,,,20.00,,20.00,k0v,,5.95,6.000,,,,,HD 69830.xml,
HD 70642,HD 70642,1,1.05,,,,,0.84,,,,,,,,,,,,,,,,0.16,0.164,,,,,5670.0,5706.00,,,,,g5iv-v,,7.17,7.180,,,,,HD 70642.xml,
HD 72659,HD 72659,0.95,1.06,,0.04,,0.04,,,,0.06,,0.06,,6.500,,1.500,,1.500,,,,,,,,0.098,,0.098,,,,62.00,,62.00,g2v,,,,,,,,HD 72659.xml,
HD 73267,HD 73267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g5v,,8.87,8.900,0.01,,0.01,,HD 73267.xml,
HD 73526,HD 73526,1.08,1.01,,,,,1.49,,,,,,5.59,,,,,,,,,,0.25,,0.05,,0.05,,5590.0,,,,,,g6v,,9,8.971,,0.016,,0.016,HD 73526.xml,
HD 73534,HD 73534,1.29,1.23,,0.06,,0.06,2.65,2.39,,0.16,,0.16,,,,,,,,,,,0.16,0.232,,0.030,,0.030,4952.0,5041.00,,44.00,,44.00,g5iv,,8.24,8.230,,,,,HD 73534.xml,
HD 74156,HD 74156,1.238,1.24,0.042,0.04,0.042,0.04,1.345,,0.044,,0.044,,,,,,,,,,,,0.131,0.110,,,,,,,,,,,g0,,7.61,7.614,0.01,0.012,0.01,0.012,HD 74156.xml,
HD 75784,HD 75784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k3iv,,,,,,,,HD 75784.xml,
HD 75898,HD 75898,,,,0.13,,0.13,,,,0.18,,0.18,,3.800,,0.800,,1.700,,,,,,,,0.050,,0.050,,,,50.00,,50.00,g0,,8.04,8.030,,,,,HD 75898.xml,
HD 77338,HD 77338,,,,,,0.05,,,,,,0.04,,,,,,,,,,,0.35,,,,,,,,,,,82.00,k0v,,8.63,8.591,,0.013,,0.013,HD 77338.xml,
HD 79498,HD 79498,1.06,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,5740.0,,,,,,g5,,8.03,8.020,,0.012,,0.012,HD 79498.xml,
HD 81040,HD 81040,,,,0.04,,0.04,,,,0.04,,0.04,,0.730,,0.100,,0.100,,,,,,,,0.060,,0.060,,,,50.00,,50.00,g2/g3,,,,,,,,HD 81040.xml,
HD 81688,HD 81688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k0iii-iv,,5.413,5.393,,0.009,,0.009,HD 81688.xml,
HD 82943,HD 82943,1.13,1.20,,,,,1.12,,,,,,3,,,,,,,,,,0.32,0.300,,,,,5874.0,6016.00,,,,,g0,,6.54,6.530,,0.020,,0.020,HD 82943.xml,
HD 82886,HD 82886,,,,0.07,,0.07,,,,0.10,,0.10,,7.000,,2.000,,2.000,,,,,,,,0.030,,0.030,,,,44.00,,44.00,g0,,,,,,,,HD 82886.xml,
HD 83443,HD 83443,,,,,,,1.04,,,,,,,3.200,,,,,,,,,,,,,,,5460.0,5454.00,,,,,k0v,,8.23,8.222,,0.011,,0.011,HD 83443.xml,
HD 85512,HD 85512,,,,,,,,,,,,,,5.610,,0.610,,0.610,,,,,,,,0.030,,0.030,,,,102.00,,102.00,k5v,,,,,,,,HD 85512.xml,
HD 222155,HD 222155,,,,0.11,,0.11,,,,0.07,,0.07,,8.200,,0.700,,0.700,,,,,,,,0.050,,0.050,,,,22.00,,22.00,g2v,,7.1,7.114,,0.010,,0.010,HD 222155.xml,
HD 222582 A,HD 222582,,,,,,,1.15,,,,,,,,,,,,,,,,-0.0229,-0.029,,,,,,5727.00,,,,,g5,,7.7,7.680,,,,,HD 222582.xml,
HD 231701,HD 231701,,,,0.03,,0.04,,,,0.10,,0.10,,4.900,,0.700,,0.700,,,,,,,,0.030,,0.030,,,,44.00,,44.00,f8v,,,,,0.015,,0.015,HD 231701.xml,
HD 233604,HD 233604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k5,,10.29,10.406,0.05,0.049,0.05,0.049,HD 233604.xml,
HD 240237,HD 240237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k2iii,,8.17,8.190,0.01,,0.01,,HD 240237.xml,
HD 290327,HD 290327,,,,,,,,,,0.01,,0.01,,,,,,,,,,,,,,0.020,,0.020,,,,21.00,,21.00,g8v,,8.96,8.990,,,,,HD 290327.xml,
HD 285507,HD 285507,0.734,0.73,0.034,0.03,0.034,0.03,0.656,0.66,0.054,0.05,0.054,0.05,,,,,,,,,,,,,,,,,,,,,,,k5d,,10.5,10.267,,0.060,,0.060,HD 285507.xml,
HD 330075,HD 330075,0.95,0.70,,0.10,,0.10,,,,,,,,6.200,,,,,,,,,0.03,0.080,,0.060,,0.060,6295.0,5017.00,,53.00,,53.00,g5,,9.36,9.334,,0.023,,0.023,HD 330075.xml,
HIP 5158,HIP 5158,,,,0.02,,0.02,,,,,,,,6.000,,,,,,,,,,,,0.070,,0.070,,,,89.00,,89.00,k5v,,10.21,10.167,,0.035,,0.035,HIP 5158.xml,
HIP 12961,HIP 12961,0.67,,,,,,,,,,,,,,,,,,,,,,-0.07,,,,,,3840.0,,,,,,m0v,,10.31,10.240,,0.010,,0.010,HIP 12961.xml,
HIP 14810,HIP 14810,,,,0.04,,0.04,,,,0.06,,0.06,,,,,,,,,,,,,,0.030,,0.030,,,,44.00,,44.00,g5,,,,,,,,HIP 14810.xml,
HIP 57050,HIP 57050,0.34,,,,,,0.4,,,,,,,,,,,,,,,,0.32,,,,,,3190.0,,,,,,m4v,,11.9,11.920,,0.020,,0.020,HIP 57050.xml,
HIP 57274,HIP 57274,0.73,,,,,,0.68,,,,,,,,,,,,,,,,0.09,,,,,,4640.0,,,,,,k5v,,8.96,8.980,,0.040,,0.040,HIP 57274.xml,
Ross 458 A,Ross 458,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m0.5v,,9.76,9.720,,0.020,,0.020,Ross 458.xml,
HIP 63242,HIP 63242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,4830.00,,,,,g8iii,,6.86,6.871,,,,,HIP 63242.xml,
HIP 67851,HIP 67851,1.30,1.63,0.18,0.22,0.18,0.22,5.87,5.92,0.29,0.44,0.29,0.44,,,,,,,,,,,-0.03,0.000,,,,,4805,4890.00,,,,,k0iii,,,,,,,,HIP 67851.xml,
HIP 70849,HIP 70849,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.0,,,,,,k7v,,10.36,10.380,,0.011,,0.011,HIP 70849.xml,
HD 185269 A,HD 185269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g0iv,,6.683,,,,,,HD 185269.xml,
HD 187085,HD 187085,,,,0.06,,0.10,,,,,,,,3.300,,1.200,,0.600,,,,,,,,0.030,,0.030,,,,30.00,,30.00,g0v,,7.22,7.214,,0.010,,0.010,HD 187085.xml,
HD 187123,HD 187123,1.037,1.00,0.025,0.10,0.025,0.10,1.143,,0.039,,0.039,,,,,,,,,,,,0.121,0.160,0.030,,0.030,,5815,5830.00,44,40.00,44,40.00,g5v,,7.83,7.832,0.01,0.011,0.01,0.011,HD 187123.xml,
HD 188015 A,HD 188015,,,,,,,1.1,,,,,,,,,,,,,,,,0.29,0.289,,,,,,5746.00,,,,,g5iv,,8.22,8.234,,0.011,,0.011,HD 188015.xml,
HD 189733 A,HD 189733,0.8,0.85,,0.05,,0.05,0.788,0.81,,0.02,,0.02,,,,,,,,,,,,,,0.080,,0.080,4980.0,4875.00,,43.00,,43.00,k2v,,7.68,7.670,0.05,0.030,0.05,0.030,HD 189733.xml,
Kepler-125,Kepler-125,0.5370,0.55,0.0370,,0.0370,,0.512,0.51,.021,0.02,0.021,0.02,,,,,,,,,,,,0.126,,,,,,,50,150.00,,,,,,14.752,,,,,Kepler-125.xml,
Kepler-126,Kepler-126,1.1100,,0.0560,,0.0560,,1.358,1.36,0.024,0.02,0.024,0.02,,,,,,,,,,,,,,,,,,,,,,,,,10.51,10.500,0.04,,0.04,,Kepler-126.xml,
Kepler-127,Kepler-127,1.2690,,0.0400,,0.0400,,1.359,1.36,0.035,0.04,0.035,0.04,,,,,,,,,,,,-0.154,,,,,,,,,,,,,11.75,11.485,0.16,,0.16,,Kepler-127.xml,
Kepler-128,Kepler-128,1.17,1.18,0.37,0.07,0.51,0.07,1.55,1.66,.22,0.04,0.22,0.04,4.2000,,1.1000,,1.1000,,,,,,,-0.048,,,,,,,100.00,,100.00,,,,11.69,11.390,0.13,,0.13,,Kepler-128.xml,
Kepler-129,Kepler-129,1.1850,1.18,0.0690,,0.0690,,1.641,1.64,0.051,0.05,0.051,0.05,,,,,,,,,,,,,,,,,,,,,,,,,11.81,11.696,0.15,,0.15,,Kepler-129.xml,
Kepler-130,Kepler-130,0.9650,1.00,0.0400,0.10,0.0400,0.09,1.127,1.13,0.033,0.03,0.033,0.03,,,,,,,,,,,,0.020,,0.460,,0.460,,,,,,,,,11.57,11.529,0.12,,0.12,,Kepler-130.xml,
Kepler-131,Kepler-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49,11.525,0.10,,0.10,,Kepler-131.xml,
Kepler-132,Kepler-132,,,,,,,1.178,1.18,.229,0.23,0.229,0.23,,,,,,,,,,,,-0.053,,,,,,,46,146.00,,,,,11.92,11.818,0.19,,0.19,,Kepler-132.xml,
Kepler-133,Kepler-133,1.0200,,0.0520,,0.0520,,1.425,1.43,.236,0.24,0.236,0.24,,,,,,,,,,,,-0.160,,,,,,,,,,,,,,12.848,,,,,Kepler-133.xml,
Kepler-134,Kepler-134,1.0100,,,,,,1.176,1.18,.228,0.23,0.228,0.23,,,,,,,,,,,,,,,,,,,50,150.00,,,,,,12.324,,,,,Kepler-134.xml,
Kepler-135,Kepler-135,1.1400,,0.1300,,0.1300,,1.275,1.27,.244,0.24,0.244,0.24,,,,,,,,,,,,0.045,,,,,,,20,120.00,,,,,12.79,12.730,0.25,,0.25,,Kepler-135.xml,
Kepler-136,Kepler-136,1.2040,1.20,0.0430,,0.0430,,1.355,1.35,.248,0.25,0.248,0.25,,,,,,,,,,,,,,,,,,,,,,,,,12.4,12.459,0.21,,0.21,,Kepler-136.xml,
Kepler-137,Kepler-137,0.9080,,0.0310,,0.0310,,0.802,0.80,.056,0.06,0.056,0.06,,,,,,,,,,,,-0.120,,,,,,,,,,,,,,12.990,,,,,Kepler-137.xml,
Kepler-1380,Kepler-138,0.96,0.52,0.04,0.06,0.05,0.06,0.94,0.44,0.06,0.02,0.16,0.02,,,,,,,,,,,0.10,-0.280,0.15,0.099,0.16,0.099,5570.0,3841.00,82.2,49.00,64.3,49.00,,,,12.925,,,,,Kepler-1380.xml,
Kepler-207,Kepler-207,1.0400,,0.0940,,0.0940,,1.588,1.59,.302,0.30,0.302,0.30,,,,,,,,,,,,-0.023,,,,,,,16,116.00,,,,,,13.182,,,,,Kepler-207.xml,
Kepler-208,Kepler-208,0.9630,1.03,,,,,1.314,1.31,.243,0.24,0.243,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,13.749,,,,,Kepler-208.xml,
Kepler-209,Kepler-209,0.9310,,0.0320,,0.0320,,0.935,0.94,.138,0.14,0.138,0.14,,,,,,,,,,,,0.008,,,,,,,,,,,,,,13.998,,,,,Kepler-209.xml,
Kepler-210,Kepler-210,0.6120,,0.0230,,0.0230,,,,0.033,0.03,0.033,0.03,0.350,,0.050,,0.050,,,,,,,-0.748,,,,,,,,,,,k,,,13.822,,,,,Kepler-210.xml,
Kepler-211,Kepler-211,0.9140,0.97,0.0570,,0.0570,,0.816,0.82,.054,0.05,0.054,0.05,,,,,,,,,,,,0.106,,,,,,,,,,,,,,13.283,,,,,Kepler-211.xml,
Kepler-212,Kepler-212,1.1660,1.16,0.0370,,0.0370,,1.455,1.46,.272,0.27,0.272,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,13.178,,,,,Kepler-212.xml,
Kepler-213,Kepler-213,0.9760,0.94,0.0400,,0.0400,,1.195,1.20,.223,0.22,0.223,0.22,,,,,,,,,,,,-0.051,,,,,,,,,,,,,,13.648,,,,,Kepler-213.xml,
HAT-P-36,HAT-P-36,1.022,1.02,,,,0.05,1.096,1.10,,,,0.06,,,,,,,,,,,0.26,,,,,,5580.0,5560.00,,,,100.00,g,,,,,0.068,,0.068,HAT-P-36.xml,
HAT-P-37,HAT-P-37,0.929,0.93,,,,0.04,0.877,0.88,,,,0.06,,,,,,,,,,,0.03,,,,,,,,,,,100.00,g,,,,,,,,HAT-P-37.xml,
HAT-P-38,HAT-P-38,0.886,0.89,,,,0.04,0.923,0.92,,,,0.10,,,,,,,,,,,0.06,,,,,,,,,,,100.00,g,,,,,,,,HAT-P-38.xml,
HAT-P-39,HAT-P-39,1.404,1.40,,,,0.05,1.625,1.62,,,,0.08,,,,,,,,,,,0.19,,,,,,,,,,,100.00,f,,,,,,,,HAT-P-39.xml,
HAT-P-40,HAT-P-40,1.512,1.51,,,,0.11,2.206,2.21,,,,0.06,,,,,,,,,,,0.22,,,,,,,,,,,100.00,f,,11.34,11.699,0.08,,0.08,,HAT-P-40.xml,
HAT-P-41,HAT-P-41,1.418,1.42,,,,0.05,1.683,1.68,,,,0.06,,,,,,,,,,,0.21,,,,,,,,,,,100.00,f,,11.36,,0.15,,0.15,,HAT-P-41.xml,
HAT-P-42,HAT-P-42,1.179,1.18,,0.07,,0.07,1.528,1.53,,0.14,,0.14,5.1,5.200,,0.700,,1.800,,,,,,,,0.080,,0.080,,,,50.00,,50.00,g,,12.17,12.168,,,,,HAT-P-42.xml,
HAT-P-43,HAT-P-43,1.048,1.05,,0.04,,0.03,1.104,1.10,,0.02,,0.04,,,,1.100,,1.900,,,,,,,,0.080,,0.080,,,,74.00,,74.00,f,,13.36,13.356,,,,,HAT-P-43.xml,
HAT-P-44,HAT-P-44,0.939,0.94,0.041,0.04,0.041,0.04,0.979,0.95,0.055,0.04,0.110,0.08,8.9,7.500,3.9,3.600,3.9,3.600,,,,,,,,,,,,,,,,,,,13.212,,,,,,HAT-P-44.xml,
HAT-P-45,HAT-P-45,1.259,1.26,0.058,0.06,0.058,0.06,1.319,1.32,0.072,0.07,0.155,0.15,,,,,,,,,,,,,,,,,,,,,,,,,12.794,,,,,,HAT-P-45.xml,
HD 86081,HD 86081,,,,0.09,,0.09,,,,0.10,,0.10,,,,,,,,,,,,,,0.050,,0.050,6028.0,,,,,,f8v,,,,,,,,HD 86081.xml,
HD 86226,HD 86226,,,,0.03,,0.03,,,,0.03,,0.03,,,,1.300,,1.300,,,,,,,,0.030,,0.030,5940.0,5903.00,,31.00,,31.00,g2v,,7.93,7.932,,0.013,,0.013,HD 86226.xml,
HD 87883,HD 87883,0.82,,,,,,0.76,,,,,,,,,,,,,,,,0.093,,,,,,4980.0,,,,,,k0v,,7.57,7.550,,0.020,,0.020,HD 87883.xml,
HD 88133,HD 88133,1.2,1.18,,0.06,,0.06,1.93,1.94,,0.06,,0.06,,,,,,,,,,,0.34,0.330,,0.050,,0.050,5494.0,5438.00,,34.00,,34.00,g5iv,,,,,,,,HD 88133.xml,
HD 89744 A,HD 89744,1.4,1.56,,0.05,,0.05,2.14,,,,,,,,,,,,,,,,0.18,0.260,,0.030,,0.030,,6291.00,,44.00,,44.00,f7v,,5.74,5.720,,0.009,,0.009,HD 89744.xml,
HD 90156,HD 90156,,,,,,,,,,,,,,4.400,,,,,,,,,,,,0.010,,0.010,,,,12.00,,12.00,g5v,,6.95,6.920,,0.010,,0.010,HD 90156.xml,
HD 93083,HD 93083,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,0.060,,0.060,,,,50.00,,50.00,k3v,,,,,0.000,,0.000,HD 93083.xml,
HD 95086,HD 95086,,,,,,,,,,,,,,,,,0.0035,0.004,,,,,,,,,,,,,,,,,a8iii,,,,,,,,HD 95086.xml,
HD 95127,HD 95127,,,,,,,,,,,,,,,2.5,2.540,4.7,4.740,,,,,,,,,,,,,,,,,k0,,,,,,,,HD 95127.xml,
HD 96063,HD 96063,,,,0.07,,0.07,,,,0.10,,0.10,,9.000,,3.000,,3.000,,,,,,,,0.030,,0.030,,,,44.00,,44.00,k0,,,,,,,,HD 96063.xml,
HD 96167,HD 96167,,,,0.09,,0.09,,,,0.07,,0.07,,3.800,,1.000,,1.000,,,,,,,,0.060,,0.060,,,,70.00,,70.00,g5d,,8.09,8.080,,0.014,,0.014,HD 96167.xml,
HD 97658,HD 97658,0.77,0.75,0.05,0.03,0.05,0.03,0.741,0.70,0.023,0.03,0.024,0.04,6.1,,0.7,,0.7,,,,,,-0.23,-0.300,0.03,0.080,0.03,0.080,,,44,50.00,44,50.00,k1v,,7.714,7.710,,0.010,,0.010,HD 97658.xml,
HD 98219,HD 98219,,,,0.09,,0.09,,,,0.10,,0.10,,4.000,,1.000,,1.000,,,,,,,,0.030,,0.030,,,,44.00,,44.00,k0,,,,,,,,HD 98219.xml,
HD 99109,HD 99109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k0,,,,,,,,HD 99109.xml,
83 Leonis B,HD 99492,0.832,0.85,,,0.036,0.02,0.76,0.78,,,0.04,0.02,4,4.800,,4.100,,4.100,,,,,0.36,0.300,,0.030,,0.030,4740,4929.00,,44.00,,44.00,k2v,,7.38,7.580,,,,,83 Leonis.xml,
HD 99706,HD 99706,,,,0.12,,0.12,,,,0.10,,0.10,,2.100,,0.400,,0.400,,,,,,,,0.030,,0.030,,,,44.00,,44.00,k0,,,,,,,,HD 99706.xml,
HD 100546,HD 100546,,,,,,,,,,,,,,,,0.004,,0.004,,,,,,,,,,,,,,,,,b9vne,,6.70,6.704,,,,,HD 100546.xml,
HD 100655,HD 100655,,,,0.40,,0.20,,,,1.10,,1.30,,,,,,,,,,,,,,0.120,,0.120,,,,110.00,,110.00,g9iii,,,,,,,,HD 100655.xml,
