Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
HD 62509,hd62509|pollux|betageminorum|betagem,1.47,,,9.3,,,,,,,,0.19,,,4666.0,,,k0iiib,1.15,,,HD 62509.xml
HD 63454,hd63454,0.8,,,,,,,,,,,0.11,,,4841.0,,,k4v,9.37,,,HD 63454.xml
HD 63765,hd63765,0.865,,,,,,,,,,,-0.16,,,5432.0,,,g9v,8.1,,,HD 63765.xml
HD 6434,hd6434|hip5054|tyc7533-1111-1|sao192911|gj9037|cd-40239|cpd-4098|2massj01044015-3929173,0.89,0.04,0.04,1.14,0.05,0.05,11.27,2.12,2.12,,,-0.48,0.05,0.05,5690,92,92,g3iv,7.72,0.12,0.12,HD 6434.xml
HD 65216,hd65216,0.92,,,,,,,,,,,-0.12,,,5666.0,,,g5v,7.98,,,HD 65216.xml
HD 66141,hd66141,1.1,,,22,,,,,,,,-0.36,,,4305,,,k2iii,4.39,,,HD 66141.xml
HD 66428,hd66428|hip39417|sao135426|tyc4846-68-1|bd-001891|2massj08032866-0109455,1.061,0.063,0.063,0.980,0.034,0.034,,,,,,0.310,0.030,0.030,5752,44,44,g5,8.26,0.01,0.01,HD 66428.xml
HD 67087,hd67087|bd+311735|ppm73426|tyc2469-686-1|2massj08073975-3133049|hip39767,1.36,0.04,0.04,1.55,0.32,0.32,1.45,0.51,0.51,,,0.25,0.04,0.04,6330,47,47,f8v,8.04,0.01,0.01,HD 67087.xml
HD 6718,hd6718,0.96,,,1.02,,,,,,,,-0.06,,,5745.0,,,g5v,8.45,,,HD 6718.xml
HD 68988,hd68988,1.2,,,1.14,,,,,,,,0.24,,,5767.0,,,g0,8.21,,,HD 68988.xml
HD 69830,hd69830,0.86,,,0.895,,,,,,,,-0.05,,,5385.0,,,k0v,5.95,,,HD 69830.xml
HD 70573,hd70573,1,,,,,,,,,,,-0.18,,,5737.0,,,g1-1.5v,8.7,,,HD 70573.xml
HD 70642,hd70642,1,,,0.84,,,,,,,,0.16,,,5670.0,,,g5iv-v,7.17,,,HD 70642.xml
HD 7199,hd7199,0.89,,,0.96,,,,,,,,0.28,,,5386.0,,,k0iv/v,8.06,,,HD 7199.xml
HD 72659,hd72659,0.95,,,1.36,,,,,,,,-0.02,,,5926.0,,,g2v,7.46,,,HD 72659.xml
HD 73256,hd73256,1.05,,,0.89,,,,,,,,0.29,,,5570.0,,,g8/k0,8.08,,,HD 73256.xml
HD 73267,hd73267|hip42202|tyc7144-1553-1|sao199418|cd-345039|cpd-342736|2massj08361779-3427358,0.89,0.03,0.03,1.04,,,7.4,4.5,4.5,,,0.03,0.02,0.02,5317,34,34,g5v,8.87,0.01,0.01,HD 73267.xml
HD 73526,hd73526,1.08,0.05,0.05,1.49,,,5.59,,,,,0.25,0.05,0.05,5590.0,,,g6v,9,,,HD 73526.xml
HD 73534,hd73534,1.29,,,2.65,,,,,,,,0.16,,,4952.0,,,g5iv,8.24,,,HD 73534.xml
HD 74156,hd74156|hip42723|sao117040|tyc219-1438-1|bd+052035|2massj08422511+0434411,1.238,0.042,0.042,1.345,0.044,0.044,,,,,,0.131,0.030,0.030,6068,44,44,g0,7.61,0.01,0.01,HD 74156.xml
HD 7449 A,hd7449a|hip5806|tyc4683-883-1|sao129195|bd-05215a|2massj01142933-0502504,1.05,0.09,0.09,1.01,,,2.10,0.24,0.24,,,-0.11,0.01,0.01,6024.0,,,f8v,7.5,,,HD 7449.xml
HD 7449 B,hd7449b|bd-05215b,0.15,0.05,0.05,,,,,,,,,,,,3000,,,m4.5,,,,HD 7449.xml
HD 75289 A,hd75289a,1.05,,,1.25,,,,,,,,0.29,,,,,,g0v,6.35,,,HD 75289.xml
HD 75289 B,hd75289b,0.14,,,,,,,,,,,,,,,,,m3.5v,,,,HD 75289.xml
HD 75784,hd75784|hip43569|tyc817-1748-1|2massj08522396+1314005|ucac3207-106082|ppm125847|sao98188|bd+132007,1.41,0.08,0.08,3.3,0.3,0.3,4.0,0.7,0.7,,,0.25,0.03,0.03,4917,44,44,k3iv,7.84,,,HD 75784.xml
HD 75898,hd75898,1.28,,,1.6,,,,,,,,0.27,,,6021.0,,,g0,8.04,,,HD 75898.xml
HD 76700,hd76700,1,,,1.33,,,,,,,,0.14,,,5726.0,,,g6v,8.13,,,HD 76700.xml
HD 77338,hd77338,0.93,,,0.88,,,,,,,,0.35,,,5370.0,,,k0v,8.63,,,HD 77338.xml
HD 7924,hd7924|bd+7558|gliese9054|hip6379|2massj01215911+76542372|ppm4675|tyc4494-1346-1,0.832,0.036,0.022,0.7821,0.0258,0.0258,,,,,,-0.15,0.03,0.03,5075,83,83,k0v,7.185,,,HD 7924.xml
HD 79498,hd79498,1.06,,,,,,,,,,,0.24,,,5740.0,,,g5,8.03,,,HD 79498.xml
HD 80606,hd80606|struve1341b,0.98,,,0.978,0.015,0.015,7.63,,,,,0.43,,,5370,,,g5,9.00,0.02,0.02,HD 80606.xml
HD 80607,hd80607|struve1341a,1.,,,,,,,,,,,,,,,,,g5,,,,HD 80606.xml
HD 81040,hd81040,0.96,,,0.86,,,,,,,,-0.16,,,5700.0,,,g2/g3,7.72,,,HD 81040.xml
HD 81688,hd81688|hip46471|tyc3425-1596-1|sao42876|hr3743|bd+461509,2.1,,,13,,,,,,,,-0.359,0.020,0.020,4753,15,15,k0iii-iv,5.413,,,HD 81688.xml
HD 82886,hd82886,1.06,,,4.8,,,,,,,,-0.31,,,5112.0,,,g0,7.78,,,HD 82886.xml
HD 82943,hd82943,1.13,,,1.12,,,3,,,,,0.32,,,5874.0,,,g0,6.54,,,HD 82943.xml
HD 83443,hd83443,0.9,,,1.04,,,,,,,,0.35,,,5460.0,,,k0v,8.23,,,HD 83443.xml
HD 8535,hd8535,1.13,,,1.19,,,,,,,,0.02,,,6136.0,,,g0v,7.7,,,HD 8535.xml
HD 85390,hd85390,0.76,,,,,,,,,,,-0.07,,,5186.0,,,k1v,8.54,,,HD 85390.xml
HD 85512,hd85512,0.69,,,,,,,,,,,-0.33,,,4715.0,,,k5v,7.67,,,HD 85512.xml
HD 8574,hd8574,1.17,,,1.37,,,,,,,,0.05,,,6080.0,,,f8,7.12,,,HD 8574.xml
HD 86081,hd86081,1.21,,,1.22,,,,,,,,0.257,,,6028.0,,,f8v,8.73,,,HD 86081.xml
HD 86226,hd86226,1.06,,,1.02,,,1.5,,,,,0.05,,,5940.0,,,g2v,7.93,,,HD 86226.xml
HD 86264,hd86264,1.42,,,1.88,,,,,,,,0.202,,,6210.0,,,f7v,7.42,,,HD 86264.xml
HD 8673 A,hd8673a,1.312,,,1.54,,,,,,,,,,,6413.0,,,f7v,7.57,,,HD 8673.xml
HD 8673 B,hd8673b,,,,,,,,,,,,,,,,,,,,,,HD 8673.xml
HD 87883,hd87883,0.82,,,0.76,,,,,,,,0.093,,,4980.0,,,k0v,7.57,,,HD 87883.xml
HD 88133,hd88133,1.2,,,1.93,,,,,,,,0.34,,,5494.0,,,g5iv,8.01,,,HD 88133.xml
HD 89307,hd89307,1.028,,,1.05,,,,,,,,-0.14,,,5950.0,,,g0v,7.06,,,HD 89307.xml
HD 89744 A,hd89744a|hr4067a|gj9326a,1.4,,,2.14,,,,,,,,0.18,,,,,,f7v,5.74,,,HD 89744.xml
HD 89744 B,hd89744b|hr4067b|gj9326b,0.077,,,,,,,,,,,,,,,,,l0v,,,,HD 89744.xml
HD 90156,hd90156,0.84,,,,,,,,,,,-0.24,,,5599.0,,,g5v,6.95,,,HD 90156.xml
HD 92788,hd92788,1.13,,,0.99,,,,,,,,0.32,,,5559.0,,,g5,7.31,,,HD 92788.xml
HD 93083,hd93083,0.7,,,,,,,,,,,0.15,,,4995.0,,,k3v,8.3,,,HD 93083.xml
HD 93385,hd93385,,,,,,,,,,,,,,,5940.0,,,g2v,7.49,,,HD 93385.xml
HD 9446,hd9446,1,,,1,,,,,,,,0.09,,,5793.0,,,g5v,8.35,,,HD 9446.xml
HD 95086,hd95086|hip53524|2massj10570301-6840023|tyc9212-4675-1,1.6,,,,,,0.017,0.004,0.0035,,,,,,,,,a8iii,7.36,0.01,0.01,HD 95086.xml
HD 95089,hd95089,1.58,,,4.9,,,,,,,,0.05,,,5002.0,,,k0iv,7.92,,,HD 95089.xml
HD 95127,hd95127|hip53733|bd+442038|gsc03011-00791|tyc3011-791-1|2massj10593509+4348520,1.20,0.22,0.22,20,9,9,5.5,2.5,4.7,,,-0.18,0.05,0.05,4218,69,69,k0,8.15,0.01,0.01,HD 95127.xml
HD 9578,hd9578,1.12,,,,,,,,,,,0.11,,,5940.0,,,g1v,8.21,,,HD 9578.xml
HD 95872,hd95872|tyc6083-1275-1|bd-213221|cpd-214847|2massj11032810-2205383,0.95,0.04,0.04,,,,10.0,3.7,3.7,,,0.41,0.09,0.09,5312,100,100,k0v,9.895,,,HD 95872.xml
HD 96063,hd96063,1.02,,,4.5,,,,,,,,-0.30,,,5148.0,,,k0,8.37,,,HD 96063.xml
HD 96127,hd96127|hip54232|tyc3012-667-1|sao43608|bd+451892|2massj11054595+4418054,0.91,0.25,0.25,35,17,17,,,,,,-0.24,0.10,0.10,4152,23,23,k2iii,7.407,0.011,0.011,HD 96127.xml
HD 96167,hd96167,1.31,,,1.86,,,,,,,,0.34,,,5770.0,,,g5d,8.09,,,HD 96167.xml
HD 96700,hd96700,,,,,,,,,,,,,,,5940.0,,,g0v,6.5,,,HD 96700.xml
HD 97658,hd97658|gj3651|bd+262184|hip54906,0.77,0.05,0.05,0.741,0.023,0.024,6.1,0.7,0.7,,,-0.23,0.03,0.03,5119.0,44,44,k1v,7.714,,,HD 97658.xml
