Primary planet name(from standardize_OEC_planet.csv),pl_name(from standardize_NASA_Catalogue_Data.csv),Lists(from standardize_OEC_planet.csv),Lists(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup](from standardize_OEC_planet.csv),pl_bmassj(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorminus(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorplus(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] lowerlimit(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] upperlimit(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup](from standardize_OEC_planet.csv),pl_radj(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorminus(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorplus(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] lowerlimit(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] upperlimit(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days](from standardize_OEC_planet.csv),pl_orbper(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorminus(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorplus(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] lowerlimit(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] upperlimit(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity(from standardize_OEC_planet.csv),pl_orbeccen(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorminus(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorplus(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity lowerlimit(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity upperlimit(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K](from standardize_OEC_planet.csv),pl_eqt(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorminus(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorplus(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] lowerlimit(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] upperlimit(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Discovery method(from standardize_OEC_planet.csv),Discovery method(from standardize_NASA_Catalogue_Data.csv),Discovery year(from standardize_OEC_planet.csv),pl_publ_date(from standardize_NASA_Catalogue_Data.csv),Last updated [yy/mm/dd](from standardize_OEC_planet.csv),Last updated [yy/mm/dd](from standardize_NASA_Catalogue_Data.csv),source (xml)(from standardize_OEC_planet.csv),source (xml)(from standardize_NASA_Catalogue_Data.csv)
Kepler-996 b,Kepler-996 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.056,,,,,,,,0.00000806,,0.00000806,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-996.xml,
Kepler-997 b,Kepler-997 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.029,,,,,,,,0.00000552,,0.00000552,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-997.xml,
Kepler-998 b,Kepler-998 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.054,,,,,,,,0.00001059,,0.00001059,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-998.xml,
Kepler-999 b,Kepler-999 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.044,,0.058,,,,,,,,0.00000817,,0.00000817,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-999.xml,
Kepler-1000 b,Kepler-1000 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.028,,0.030,,,,,,,,0.00036280,,0.00036280,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1000.xml,
Kepler-1001 b,Kepler-1001 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.043,,0.030,,,,,,,,0.00004340,,0.00004340,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1001.xml,
Kepler-1002 b,Kepler-1002 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.005,,,,,,,,0.00000695,,0.00000695,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1002.xml,
Kepler-1003 b,Kepler-1003 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.043,,,,,,,,0.00000671,,0.00000671,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1003.xml,
Kepler-1004 b,Kepler-1004 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.039,,0.070,,,,,,,,0.00001198,,0.00001198,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1004.xml,
Kepler-1005 b,Kepler-1005 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.013,,0.019,,,,,,,,0.00001320,,0.00001320,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1005.xml,
Kepler-1006 b,Kepler-1006 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.024,,,,,,,,0.00006670,,0.00006670,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1006.xml,
Kepler-1007 b,Kepler-1007 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.006,,0.006,,,,,,,,0.00000932,,0.00000932,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1007.xml,
Kepler-1008 b,Kepler-1008 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.006,,,,,,,,0.00002837,,0.00002837,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1008.xml,
Kepler-1009 b,Kepler-1009 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.024,,,,,,,,0.00002250,,0.00002250,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1009.xml,
Kepler-1010 b,Kepler-1010 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.039,,,,,,,,0.00011810,,0.00011810,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1010.xml,
Kepler-1011 b,Kepler-1011 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.039,,0.026,,,,,,,,0.00000942,,0.00000942,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1011.xml,
Kepler-1177 b,Kepler-1177 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.011,,0.014,,,,,,,,0.00182200,,0.00182200,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1177.xml,
Kepler-1178 b,Kepler-1178 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.005,,,,,,,,0.00038570,,0.00038570,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1178.xml,
Kepler-1179 b,Kepler-1179 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.008,,,,,,,,0.00000410,,0.00000410,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1179.xml,
Kepler-1180 b,Kepler-1180 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.024,,0.049,,,,,,,,0.00013690,,0.00013690,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1180.xml,
Kepler-1181 b,Kepler-1181 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.058,,,,,,,,0.00002526,,0.00002526,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1181.xml,
Kepler-1182 b,Kepler-1182 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.045,,0.054,,,,,,,,0.00006278,,0.00006278,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1182.xml,
Kepler-1183 b,Kepler-1183 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.046,,,,,,,,0.00030310,,0.00030310,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1183.xml,
Kepler-1184 b,Kepler-1184 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.054,,,,,,,,0.00036740,,0.00036740,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1184.xml,
Kepler-1185 b,Kepler-1185 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.007,,,,,,,,0.00067050,,0.00067050,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1185.xml,
Kepler-1186 b,Kepler-1186 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.032,,,,,,,,0.00007199,,0.00007199,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1186.xml,
Kepler-1187 b,Kepler-1187 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.025,,0.045,,,,,,,,0.00006002,,0.00006002,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1187.xml,
Kepler-1188 b,Kepler-1188 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.044,,,,,,,,0.00012140,,0.00012140,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1188.xml,
Kepler-1189 b,Kepler-1189 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.043,,0.046,,,,,,,,0.00002274,,0.00002274,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1189.xml,
Kepler-1190 b,Kepler-1190 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.004,,,,,,,,0.00005281,,0.00005281,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1190.xml,
Kepler-1191 b,Kepler-1191 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.012,,,,,,,,0.00001909,,0.00001909,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1191.xml,
Kepler-1192 b,Kepler-1192 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.021,,,,,,,,0.00012780,,0.00012780,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1192.xml,
Kepler-1193 b,Kepler-1193 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.015,,0.019,,,,,,,,0.00000903,,0.00000903,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1193.xml,
Kepler-1194 b,Kepler-1194 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.011,,,,,,,,0.00008867,,0.00008867,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1194.xml,
Kepler-1195 b,Kepler-1195 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.015,,0.017,,,,,,,,0.00002872,,0.00002872,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1195.xml,
Kepler-1196 b,Kepler-1196 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.033,,,,,,,,0.00046610,,0.00046610,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1196.xml,
Kepler-1197 b,Kepler-1197 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.003,,,,,,,,0.00000375,,0.00000375,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1197.xml,
Kepler-1198 b,Kepler-1198 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.009,,0.016,,,,,,,,0.00003250,,0.00003250,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1198.xml,
Kepler-1199 b,Kepler-1199 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.019,,,,,,,,0.00010840,,0.00010840,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1199.xml,
Kepler-1200 b,Kepler-1200 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.005,,,,,,,,0.00000312,,0.00000312,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1200.xml,
Kepler-1201 b,Kepler-1201 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.038,,0.081,,,,,,,,0.00008158,,0.00008158,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1201.xml,
Kepler-1202 b,Kepler-1202 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.028,,0.081,,,,,,,,0.00018990,,0.00018990,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1202.xml,
Kepler-1203 b,Kepler-1203 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.005,,,,,,,,0.00000058,,0.00000058,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1203.xml,
Kepler-1204 b,Kepler-1204 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.078,,,,,,,,0.00063730,,0.00063730,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1204.xml,
Kepler-1205 b,Kepler-1205 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.009,,,,,,,,0.00000160,,0.00000160,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1205.xml,
Kepler-1206 b,Kepler-1206 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.008,,,,,,,,0.00000261,,0.00000261,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1206.xml,
Kepler-1207 b,Kepler-1207 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.045,,,,,,,,0.00008986,,0.00008986,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1207.xml,
Kepler-897 b,Kepler-897 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.059,,,,,,,,0.00002943,,0.00002943,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-897.xml,
Kepler-898 b,Kepler-898 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.027,,,,,,,,0.00002070,,0.00002070,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-898.xml,
Kepler-899 b,Kepler-899 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.041,,,,,,,,0.00008075,,0.00008075,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-899.xml,
Kepler-900 b,Kepler-900 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.030,,0.011,,,,,,,,0.00001434,,0.00001434,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-900.xml,
Kepler-901 b,Kepler-901 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.005,,0.006,,,,,,,,0.00000352,,0.00000352,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-901.xml,
Kepler-902 b,Kepler-902 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.029,,,,,,,,0.00015510,,0.00015510,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-902.xml,
Kepler-903 b,Kepler-903 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.032,,0.031,,,,,,,,0.00005128,,0.00005128,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-903.xml,
Kepler-903 c,Kepler-903 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.040,,0.036,,,,,,,,0.00073530,,0.00073530,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-903.xml,
Kepler-904 b,Kepler-904 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.053,,,,,,,,0.00000893,,0.00000893,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-904.xml,
Kepler-905 b,Kepler-905 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.004,,,,,,,,0.00000837,,0.00000837,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-905.xml,
Kepler-906 b,Kepler-906 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.009,,0.009,,,,,,,,0.00015950,,0.00015950,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-906.xml,
Kepler-907 b,Kepler-907 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.004,,0.005,,,,,,,,0.00006487,,0.00006487,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-907.xml,
Kepler-908 b,Kepler-908 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.009,,,,,,,,0.00000195,,0.00000195,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-908.xml,
Kepler-909 b,Kepler-909 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.014,,,,,,,,0.00004462,,0.00004462,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-909.xml,
Kepler-910 b,Kepler-910 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.003,,0.004,,,,,,,,0.00000883,,0.00000883,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-910.xml,
Kepler-911 b,Kepler-911 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.009,,0.009,,,,,,,,0.00005659,,0.00005659,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-911.xml,
Kepler-912 b,Kepler-912 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.045,,0.075,,,,,,,,0.00000798,,0.00000798,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-912.xml,
Kepler-913 b,Kepler-913 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.005,,0.007,,,,,,,,0.00003426,,0.00003426,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-913.xml,
Kepler-914 b,Kepler-914 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.011,,0.015,,,,,,,,0.00001193,,0.00001193,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-914.xml,
Kepler-915 b,Kepler-915 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.029,,,,,,,,0.00001413,,0.00001413,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-915.xml,
Kepler-916 b,Kepler-916 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.012,,,,,,,,0.00024890,,0.00024890,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-916.xml,
Kepler-917 b,Kepler-917 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.015,,0.021,,,,,,,,0.00000913,,0.00000913,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-917.xml,
Kepler-918 b,Kepler-918 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.036,,,,,,,,0.00003676,,0.00003676,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-918.xml,
Kepler-919 b,Kepler-919 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.026,,0.078,,,,,,,,0.00006600,,0.00006600,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-919.xml,
Kepler-920 b,Kepler-920 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.020,,,,,,,,0.00002296,,0.00002296,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-920.xml,
Kepler-920 c,Kepler-920 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.025,,0.052,,,,,,,,0.00070630,,0.00070630,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-920.xml,
Kepler-921 b,Kepler-921 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.065,,0.029,,,,,,,,0.00067280,,0.00067280,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-921.xml,
Kepler-922 b,Kepler-922 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.016,,,,,,,,0.00000095,,0.00000095,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-922.xml,
Kepler-923 b,Kepler-923 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.026,,,,,,,,0.00003537,,0.00003537,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-923.xml,
Kepler-924 b,Kepler-924 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.054,,0.099,,,,,,,,0.00033660,,0.00033660,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-924.xml,
Kepler-925 b,Kepler-925 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.059,,,,,,,,0.00017040,,0.00017040,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-925.xml,
Kepler-1012 b,Kepler-1012 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.005,,0.007,,,,,,,,0.00001151,,0.00001151,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1012.xml,
Kepler-1013 b,Kepler-1013 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.018,,0.032,,,,,,,,0.00004672,,0.00004672,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1013.xml,
Kepler-1014 b,Kepler-1014 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.019,,,,,,,,0.00003817,,0.00003817,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1014.xml,
Kepler-1015 b,Kepler-1015 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.059,,0.118,,,,,,,,0.00004175,,0.00004175,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1015.xml,
Kepler-1016 b,Kepler-1016 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.025,,0.033,,,,,,,,0.00000331,,0.00000331,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1016.xml,
Kepler-1016 c,Kepler-1016 c,confirmedplanets,,,,,,,,,,,,,,,,,,,0.033,,0.058,,,,,,,,0.00054520,,0.00054520,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1016.xml,
Kepler-1017 b,Kepler-1017 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.011,,0.026,,,,,,,,0.00001433,,0.00001433,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1017.xml,
Kepler-1018 b,Kepler-1018 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.027,,,,,,,,0.00018760,,0.00018760,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1018.xml,
Kepler-1019 b,Kepler-1019 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.004,,,,,,,,0.00000075,,0.00000075,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1019.xml,
Kepler-1020 b,Kepler-1020 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.007,,,,,,,,0.00036320,,0.00036320,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1020.xml,
Kepler-1021 b,Kepler-1021 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.022,,,,,,,,0.00003210,,0.00003210,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1021.xml,
Kepler-1022 b,Kepler-1022 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.025,,0.007,,,,,,,,0.00001880,,0.00001880,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1022.xml,
Kepler-1023 b,Kepler-1023 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.027,,,,,,,,0.00021990,,0.00021990,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1023.xml,
Kepler-1024 b,Kepler-1024 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.023,,0.024,,,,,,,,0.00035380,,0.00035380,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1024.xml,
Kepler-1025 b,Kepler-1025 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.020,,0.037,,,,,,,,0.00013630,,0.00013630,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1025.xml,
Kepler-342 e,Kepler-342 e,confirmedplanets,,,,,,,,,,,,,,,,,,,0.005,,0.007,,,,,,,,0.00000621,,0.00000621,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-342.xml,
Kepler-1026 b,Kepler-1026 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.013,,0.029,,,,,,,,0.00010370,,0.00010370,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1026.xml,
Kepler-1027 b,Kepler-1027 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.002,,0.004,,,,,,,,0.00000246,,0.00000246,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1027.xml,
Kepler-1028 b,Kepler-1028 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.013,,,,,,,,0.00000495,,0.00000495,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1028.xml,
Kepler-1029 b,Kepler-1029 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.006,,0.007,,,,,,,,0.00000890,,0.00000890,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1029.xml,
Kepler-1030 b,Kepler-1030 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.016,,0.011,,,,,,,,0.00007474,,0.00007474,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1030.xml,
Kepler-1031 b,Kepler-1031 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.019,,,,,,,,0.00000451,,0.00000451,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1031.xml,
Kepler-1032 b,Kepler-1032 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.009,,,,,,,,0.00000505,,0.00000505,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1032.xml,
